AE_CODE,DT_DEBUT,NS_ETAB_ID,DGSP_CODE,DT_FIN,CP_LOC_COM_IMPL,NOM_ETAB,TELEPHONE_ETAB,PROV_ETAB,DGSP_OBJ_ID,URL_ETAB,FOR_OBJ_ID,NUMERO_FASE_ETAB,AE_NOM,ADRS_IMPL,_version_,TE_INTITULE,RESEAU,id,CO_ANNEE_ETUDES,NS_SA_ID
1 D2 3 G,2014-09-01,1506,1 D2 G,9999-12-31,7130 - BINCHE - BINCHE,ATHENEE ROYAL DE BINCHE,064-31 16 00,HAINAUT,49,,39,1506,Type 1 deuxième degré troisième général transition,Place des Droits de l'Homme 16 ,"1,73303307741902E+018",LANGUE MODERNE II ANGLAIS,WBE,2487,1 D2 3 G,2487
1 D2 3 G,2014-09-01,1507,1 D2 G,9999-12-31,7130 - BINCHE - BINCHE,COLLEGE NOTRE-DAME DE BON SECOURS,064-23 99 99,HAINAUT,49,,39,1507,Type 1 deuxième degré troisième général transition,Rue de Merbes 25 ,"1,73303307742216E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,185066,1 D2 3 G,185066
R D2 3 P,2014-09-01,1508,R D2 P,9999-12-31,7141 - MORLANWELZ - CARNIERES,INSTITUT PROVINCIAL D'ENSEIGNEMENT CHARLES DELIEGE,064-31 02 20,HAINAUT,53,,42,1508,C.E.F.A. deuxième degré troisième professionnel qualification,Rue Dufonteny 40 ,"1,7330330774274E+018",COIFFURE,Subventionné provincial,184893,R D2 3 P,184893
1 D2 3 G,2014-09-01,1525,1 D2 G,9999-12-31,6460 - CHIMAY - CHIMAY,ATHENEE ROYAL DE CHIMAY,060-41 41 00,HAINAUT,49,,39,1525,Type 1 deuxième degré troisième général transition,Rue de Noailles 3 ,"1,73303307743789E+018",LANGUE MODERNE II ANGLAIS,WBE,2065,1 D2 3 G,2065
1 D2 3 G,2014-09-01,1526,1 D2 G,9999-12-31,6460 - CHIMAY - CHIMAY,COLLEGE SAINT-JOSEPH,060-21 04 10,HAINAUT,49,,39,1526,Type 1 deuxième degré troisième général transition,Rue de Virelles 75 ,"1,73303307744942E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,185143,1 D2 3 G,185143
1 D2 3 P,2014-09-01,1527,1 D2 P,9999-12-31,6460 - CHIMAY - CHIMAY,INSTITUT NOTRE-DAME,060-21 04 10,HAINAUT,50,,42,1527,Type 1 deuxième degré troisième professionnel qualification,Rue de Virelles 75 ,"1,73303307745047E+018",MECANIQUE POLYVALENTE,Libre confessionnel,185103,1 D2 3 P,185103
1 D2 3 P,2014-09-01,1538,1 D2 P,9999-12-31,6560 - ERQUELINNES - ERQUELINNES,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE ERQUELINNES,071-55 60 85,HAINAUT,50,,42,1538,Type 1 deuxième degré troisième professionnel qualification,Rue Albert 1er 21 ,"1,73303307746515E+018",SERVICES SOCIAUX,WBE,2509,1 D2 3 P,2509
R D2 3 P,2014-09-01,1540,R D2 P,9999-12-31,6560 - ERQUELINNES - ERQUELINNES,ECOLE D'ARTS ET METIERS,071-55 51 27,HAINAUT,53,,42,1540,C.E.F.A. deuxième degré troisième professionnel qualification,Rue Sainte-Thérèse 47 ,"1,73303307749451E+018",MECANIQUE POLYVALENTE,Libre confessionnel,183318,R D2 3 P,183318
1 D2 3 G,2014-09-01,1569,1 D2 G,9999-12-31,6530 - THUIN - THUIN,ATHENEE ROYAL THUIN,071-59 05 30,HAINAUT,49,,39,1569,Type 1 deuxième degré troisième général transition,Drève des Alliés 120 ,"1,73303307749976E+018",LANGUE MODERNE II ANGLAIS,WBE,410,1 D2 3 G,410
1 D2 3 G,2014-09-01,1570,1 D2 G,9999-12-31,6530 - THUIN - THUIN,INSTITUT NOTRE-DAME,071-59 00 47,HAINAUT,49,,39,1570,Type 1 deuxième degré troisième général transition,Grand'Rue 68 ,"1,73303307750919E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,185205,1 D2 3 G,185205
1 D2 3 G,2014-09-01,1579,1 D2 G,9999-12-31,7120 - ESTINNES - VELLEREILLE-LES-BRAYEUX,SEMINAIRE DE BONNE-ESPERANCE,064-31 08 08,HAINAUT,49,,39,1579,Type 1 deuxième degré troisième général transition,Rue Grégoire Jurion 22 ,"1,73303307751129E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185222,1 D2 3 G,185222
1 D2 3 P,2014-09-01,1594,1 D2 P,9999-12-31,7170 - MANAGE - LA HESTRE,ATHENEE PROVINCIAL WAROCQUE,064-43 20 30,HAINAUT,50,,42,1594,Type 1 deuxième degré troisième professionnel qualification,Rue du Parc 25 ,"1,73303307751444E+018",HORTICULTURE ET MAINTENANCE DE MATERIEL,Subventionné provincial,185155,1 D2 3 P,185155
R D2 3 P,2015-09-01,1595,R D2 P,9999-12-31,7140 - MORLANWELZ - MORLANWELZ-MARIEMONT,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE DE MORLANWELZ,064-43 21 89,HAINAUT,53,,42,1595,C.E.F.A. deuxième degré troisième professionnel qualification,Rue Raoul Warocqué 46 ,"1,73303307753331E+018",MECANIQUE GARAGE,WBE,1738,R D2 3 P,1738
1 D2 3 P,2014-09-01,1606,1 D2 P,9999-12-31,6470 - SIVRY-RANCE - RANCE,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE DAVID LACHMAN,060-21 06 70,HAINAUT,50,,42,1606,Type 1 deuxième degré troisième professionnel qualification,Rue Pauline Hubert 40 ,"1,73303307756896E+018",MECANIQUE POLYVALENTE,WBE,2028,1 D2 3 P,2028
1 D2 3 G,2014-09-01,1635,1 D2 G,9999-12-31,7600 - PERUWELZ - PERUWELZ,ATHENEE ROYAL PERUWELZ,069-77 95 50,HAINAUT,49,,39,1635,Type 1 deuxième degré troisième général transition,Rue du Berceau 5 ,"1,73303307757211E+018",LANGUE MODERNE II ANGLAIS,WBE,3279,1 D2 3 G,3279
1 D2 3 G,2014-09-01,1636,1 D2 G,9999-12-31,7600 - PERUWELZ - PERUWELZ,INSTITUT SAINT-CHARLES,069-77 21 35,HAINAUT,49,,39,1636,Type 1 deuxième degré troisième général transition,Rue Pont à la Faulx 66 ,"1,73303307759203E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,185290,1 D2 3 G,185290
1 D2 3 G,2014-09-01,1688,1 D2 G,9999-12-31,7540 - TOURNAI - KAIN,COLLEGE NOTRE-DAME DE LA TOMBE,069-88 08 60,HAINAUT,49,,39,1688,Type 1 deuxième degré troisième général transition,Rue Abbé Dropsy 2 ,"1,73303307760147E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185354,1 D2 3 G,185354
1 D2 3 G,2014-09-01,1689,1 D2 G,9999-12-31,7540 - TOURNAI - KAIN,INSTITUT DE LA SAINTE-UNION,069-89 03 89,HAINAUT,49,,39,1689,Type 1 deuxième degré troisième général transition,Rue Montgomery 71 ,"1,73303307760357E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,184579,1 D2 3 G,184579
1 D2 3 G,2014-09-01,1695,1 D2 G,9999-12-31,7520 - TOURNAI - RAMEGNIES-CHIN,INSTITUT SAINT-ANDRE,069-59 06 50,HAINAUT,49,,39,1695,Type 1 deuxième degré troisième général transition,Chaussée de Tournai 57 ,"1,73303307761091E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185401,1 D2 3 G,185401
1 D2 3 G,2014-09-01,1696,1 D2 G,9999-12-31,7500 - TOURNAI - TOURNAI,ATHENEE ROYAL JULES BARA,069-89 06 02,HAINAUT,49,,39,1696,Type 1 deuxième degré troisième général transition,Rue Duquesnoy 24 ,"1,733033077613E+018",LANGUE MODERNE II ANGLAIS,WBE,1699,1 D2 3 G,1699
1 D2 3 G,2014-09-01,1697,1 D2 G,9999-12-31,7500 - TOURNAI - TOURNAI,ATHENEE ROYAL ROBERT CAMPIN,069-22 26 66,HAINAUT,49,,39,1697,Type 1 deuxième degré troisième général transition,Rue du Château 18 ,"1,7330330776151E+018",LANGUE MODERNE II ANGLAIS,WBE,1017,1 D2 3 G,1017
1 D2 3 G,2014-09-01,1698,1 D2 G,9999-12-31,7500 - TOURNAI - TOURNAI,COLLEGE NOTRE-DAME,069-89 08 60,HAINAUT,49,,39,1698,Type 1 deuxième degré troisième général transition,Rue des Augustins 30 ,"1,73303307761825E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185499,1 D2 3 G,185499
1 D2 3 G,2014-09-01,1699,1 D2 G,9999-12-31,7500 - TOURNAI - TOURNAI,INSTITUT DES URSULINES - LA MADELEINE,069-22 96 35,HAINAUT,49,,39,1699,Type 1 deuxième degré troisième général transition,Rue des Carmes 10 ,"1,73303307762244E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185518,1 D2 3 G,185518
1 D2 3 G,2014-09-01,1706,1 D2 G,9999-12-31,7500 - TOURNAI - TOURNAI,CENTRE EDUCATIF DE LA SAINTE-UNION,069-22 18 22,HAINAUT,49,,39,1706,Type 1 deuxième degré troisième général transition,Rue des Campeaux 41 ,"1,73303307763397E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185566,1 D2 3 G,185566
1 D2 3 P,2014-09-01,1708,1 D2 P,9999-12-31,7500 - TOURNAI - TOURNAI,INSTITUT D'ENSEIGNEMENT SECONDAIRE PROVINCIAL PARAMEDICAL,069-88 40 60,HAINAUT,50,,42,1708,Type 1 deuxième degré troisième professionnel qualification,Rue de la Lys 1 ,"1,73303307764236E+018",SERVICES SOCIAUX,Subventionné provincial,185372,1 D2 3 P,185372
1 D2 3 G,2014-09-01,1709,1 D2 G,9999-12-31,7500 - TOURNAI - TOURNAI,INSTITUT NOTRE-DAME,069-22 40 92,HAINAUT,49,,39,1709,Type 1 deuxième degré troisième général transition,Rue du Four Chapitre 3 ,"1,7330330776497E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185467,1 D2 3 G,185467
1 D2 3 AT,2014-09-01,1711,1 D2 AT,9999-12-31,7500 - TOURNAI - TOURNAI,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,069-45 28 70,HAINAUT,48,,41,1711,Type 1 deuxième degré troisième artistique transition,Rue Sainte-Catherine 32 ,"1,7330330776539E+018",LANGUE MODERNE I ANGLAIS,Subventionné provincial,185603,1 D2 3 AT,185603
1 D2 3 P,2014-09-01,1735,1 D2 P,9999-12-31,7900 - LEUZE-EN-HAINAUT - LEUZE-EN-HAINAUT,INSTITUT D'ENSEIGNEMENT TECHNIQUE SAINT-ELOI,069-66 96 10,HAINAUT,50,,42,1735,Type 1 deuxième degré troisième professionnel qualification,Tour Saint-Pierre 11 ,"1,73303307766333E+018",HORTICULTURE ET MAINTENANCE DE MATERIEL,Libre confessionnel,185244,1 D2 3 P,185244
R D3 5 P,2014-09-01,1736,R D3 P,9999-12-31,7500 - TOURNAI - TOURNAI,ATHENEE PROVINCIAL,069-67 21 10,HAINAUT,60,,42,1736,C.E.F.A. troisième degré cinquième professionnel qualification,Rue Saint-Eleuthère 16 ,"1,73303307767172E+018",VENDEUR/VENDEUSE,Subventionné provincial,182677,R D3 5 P,182677
1 D2 3 G,2014-09-01,1738,1 D2 G,9999-12-31,7900 - LEUZE-EN-HAINAUT - LEUZE-EN-HAINAUT,COLLEGE SAINT-ELOI,069-66 96 11,HAINAUT,49,,39,1738,Type 1 deuxième degré troisième général transition,Tour Saint-Pierre 11 ,"1,73303307770842E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,185268,1 D2 3 G,185268
1 D2 3 G,2014-09-01,1751,1 D2 G,9999-12-31,4540 - AMAY - AMAY,INSTITUT DE L'INSTRUCTION CHRETIENNE-ABBAYE DE FLONE,085-31 13 34,LIEGE,49,,39,1751,Type 1 deuxième degré troisième général transition,Chaussée Romaine 2 ,"1,73303307771052E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185661,1 D2 3 G,185661
1 D2 3 G,2014-09-01,1762,1 D2 G,9999-12-31,4190 - FERRIERES - FERRIERES,Collège Saint-Roch,086-40 00 06,LIEGE,49,,39,1762,Type 1 deuxième degré troisième général transition,Allée de Bernardfagne 7 ,"1,73303307771471E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185634,1 D2 3 G,185634
1 D2 3 G,2014-09-01,1775,1 D2 G,9999-12-31,4500 - HUY - HUY,ATHENEE ROYAL DE HUY,085-27 13 50,LIEGE,49,,39,1775,Type 1 deuxième degré troisième général transition,Quai d'Arona 5 ,"1,73303307771786E+018",LANGUE MODERNE II ALLEMAND,WBE,379,1 D2 3 G,379
1 D2 3 G,2014-09-01,1777,1 D2 G,9999-12-31,4500 - HUY - HUY,COLLEGE SAINT-QUIRIN,085-21 14 49,LIEGE,49,,39,1777,Type 1 deuxième degré troisième général transition,Rue Entre-Deux-Portes 75 ,"1,73303307772205E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185802,1 D2 3 G,185802
1 D2 3 G,2014-09-01,1778,1 D2 G,9999-12-31,4500 - HUY - HUY,INSTITUT SAINTE-MARIE,085-21 79 26,LIEGE,49,,39,1778,Type 1 deuxième degré troisième général transition,Rue Vankeerberghen 10-12 ,"1,7330330777252E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185775,1 D2 3 G,185775
1 D2 3 P,2014-09-01,1779,1 D2 P,9999-12-31,4500 - HUY - HUY,ECOLE POLYTECHNIQUE DE HUY- ENSEIGNEMENT DE LA PROVINCE DE LIEGE,085-27 37 00,LIEGE,50,,42,1779,Type 1 deuxième degré troisième professionnel qualification,Rue Saint-Pierre 48 ,"1,73303307773149E+018",MECANIQUE POLYVALENTE,Subventionné provincial,185686,1 D2 3 P,185686
1 D2 3 P,2014-09-01,1780,1 D2 P,9999-12-31,4500 - HUY - HUY,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HUY,085-27 31 00,LIEGE,50,,42,1780,Type 1 deuxième degré troisième professionnel qualification,Avenue Delchambre 6 ,"1,73303307774093E+018",ARTS APPLIQUES,Subventionné provincial,185742,1 D2 3 P,185742
1 D2 3 P,2014-09-01,1781,1 D2 P,9999-12-31,4500 - HUY - HUY,INSTITUT DON BOSCO,085-27 07 50,LIEGE,50,,42,1781,Type 1 deuxième degré troisième professionnel qualification,Rue Sous-les-Roches 2 ,"1,73303307774407E+018",MECANIQUE POLYVALENTE,Libre confessionnel,185830,1 D2 3 P,185830
1 D2 3 G,2014-09-01,1787,1 D2 G,9999-12-31,4500 - HUY - HUY,ATHENEE ROYAL AGRI-SAINT-GEORGES,085-21 67 70,LIEGE,49,,39,1787,Type 1 deuxième degré troisième général transition,Rue Saint-Victor 5 ,"1,73303307775875E+018",LANGUE MODERNE II ANGLAIS,WBE,2689,1 D2 3 G,2689
1 D2 3 G,2014-09-01,1792,1 D2 G,9999-12-31,4570 - MARCHIN - MARCHIN,ATHENEE ROYAL PRINCE BAUDOUIN,085-27 33 00,LIEGE,49,,39,1792,Type 1 deuxième degré troisième général transition,Rue Fourneau 40 ,"1,73303307777448E+018",LANGUE MODERNE II ALLEMAND,WBE,1354,1 D2 3 G,1354
1 D2 3 G,2014-09-01,1801,1 D2 G,9999-12-31,4590 - OUFFET - OUFFET,ATHENEE ROYAL D'OUFFET,086-36 62 77,LIEGE,49,,39,1801,Type 1 deuxième degré troisième général transition,Rue Mognée 21 ,"1,73303307777658E+018",LANGUE MODERNE II ANGLAIS,WBE,3329,1 D2 3 G,3329
1 D2 3 G,2014-09-01,1802,1 D2 G,9999-12-31,4520 - WANZE - WANZE,INSTITUT LIBRE DU CONDROZ SAINT-FRANCOIS,086-36 60 79,LIEGE,49,,39,1802,Type 1 deuxième degré troisième général transition,Rue du Val-notre-Dame 396 ,"1,73303307778602E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185901,1 D2 3 G,185901
1 D2 3 G,2014-09-01,1826,1 D2 G,9999-12-31,4432 - ANS - ALLEUR,ATHENEE ROYAL D'ANS,04-246 76 00,LIEGE,49,,39,1826,Type 1 deuxième degré troisième général transition,Rue Georges Truffaut 37 ,"1,73303307779231E+018",LANGUE MODERNE II ANGLAIS,WBE,725,1 D2 3 G,725
1 D2 3 G,2014-09-01,1827,1 D2 G,9999-12-31,4430 - ANS - ANS,COLLEGE SAINT-FRANCOIS D'ASSISE,04-224 69 40,LIEGE,49,,39,1827,Type 1 deuxième degré troisième général transition,Rue Walthère Jamar 223 ,"1,7330330777965E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185926,1 D2 3 G,185926
1 D2 3 G,2014-09-01,1837,1 D2 G,9999-12-31,4920 - AYWAILLE - AYWAILLE,ATHENEE ROYAL PRINCESSE ELISABETH,04-384 42 45,LIEGE,49,,39,1837,Type 1 deuxième degré troisième général transition,Rue Préfond 30 ,"1,73303307781328E+018",LANGUE MODERNE II ANGLAIS,WBE,3368,1 D2 3 G,3368
1 D2 3 G,2014-09-01,1839,1 D2 G,9999-12-31,4920 - AYWAILLE - SOUGNE-REMOUCHAMPS,CENTRE SCOLAIRE SAINT-JOSEPH - SAINT-RAPHAEL,04-246 74 20,LIEGE,49,,39,1839,Type 1 deuxième degré troisième général transition,Rue Magrite 20 ,"1,73303307782377E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,187239,1 D2 3 G,187239
1 D2 3 G,2014-09-01,1855,1 D2 G,9999-12-31,4053 - CHAUDFONTAINE - EMBOURG,COLLEGE EPISCOPAL DU SARTAY,04-361 69 58,LIEGE,49,,39,1855,Type 1 deuxième degré troisième général transition,Rue Pierre Henvard 64 ,"1,73303307783845E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,185974,1 D2 3 G,185974
1 D2 3 G,2014-09-01,1870,1 D2 G,9999-12-31,4130 - ESNEUX - ESNEUX,ATHENEE ROYAL D'ESNEUX,04-380 16 96,LIEGE,49,,39,1870,Type 1 deuxième degré troisième général transition,Rue de l'Athénée 6 ,"1,73303307784054E+018",EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,WBE,3433,1 D2 3 G,3433
1 D2 3 G,2014-09-01,1880,1 D2 G,9999-12-31,4620 - FLERON - FLERON,Centre scolaire Sainte-Julienne (D2 D3),04-358 42 71,LIEGE,49,,39,1880,Type 1 deuxième degré troisième général transition,Rue Saint-Laurent 37 ,"1,73303307784474E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,186041,1 D2 3 G,186041
1 D2 3 G,2014-09-01,1897,1 D2 G,9999-12-31,4040 - HERSTAL - HERSTAL,ATHENEE ROYAL DE HERSTAL,04-264 45 48,LIEGE,49,,39,1897,Type 1 deuxième degré troisième général transition,Rue Jean Lambert Sauveur 59 ,"1,73303307786256E+018",LANGUE MODERNE II ALLEMAND,WBE,3471,1 D2 3 G,3471
1 D2 3 G,2014-09-01,1898,1 D2 G,9999-12-31,4040 - HERSTAL - HERSTAL,COLLEGE NOTRE-DAME ET SAINT-LAMBERT ET INSTITUT SAINT-LAURENT,04-264 00 49,LIEGE,49,,39,1898,Type 1 deuxième degré troisième général transition,Rue Elisa Dumonceau 75 ,"1,73303307786781E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,186133,1 D2 3 G,186133
1 D2 3 P,2014-09-01,1901,1 D2 P,9999-12-31,4040 - HERSTAL - HERSTAL,ECOLE POLYTECHNIQUE DE HERSTAL - ENSEIGNEMENT DE LA PROVINCE DE LIEGE,04-248 42 00,LIEGE,50,,42,1901,Type 1 deuxième degré troisième professionnel qualification,Rue de l'Ecole Technique 34 ,"1,73303307787724E+018",MECANIQUE GARAGE,Subventionné provincial,186101,1 D2 3 P,186101
1 D2 3 P,2014-09-01,1902,1 D2 P,9999-12-31,4040 - HERSTAL - HERSTAL,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HERSTAL,04-248 41 00,LIEGE,50,,42,1902,Type 1 deuxième degré troisième professionnel qualification,Rue du Grand Puits 66 ,"1,73303307789088E+018",SERVICES SOCIAUX,Subventionné provincial,186182,1 D2 3 P,186182
1 D2 3 P,2014-09-01,1981,1 D2 P,9999-12-31,4031 - LIEGE - ANGLEUR,INSTITUT MARIA GORETTI,04-344 97 63,LIEGE,50,,42,1981,Type 1 deuxième degré troisième professionnel qualification,Rue de Renory 101 ,"1,73303307789507E+018",COIFFURE,Libre confessionnel,186314,1 D2 3 P,186314
1 D2 3 G,2014-09-01,1984,1 D2 G,9999-12-31,4032 - LIEGE - CHENEE,ATHENEE ROYAL DE CHENEE,04-365 44 29,LIEGE,49,,39,1984,Type 1 deuxième degré troisième général transition,Rue Bourdon 32 ,"1,73303307789926E+018",LANGUE MODERNE II ALLEMAND,WBE,3408,1 D2 3 G,3408
1 D2 3 G,2014-09-01,1985,1 D2 G,9999-12-31,4032 - LIEGE - CHENEE,COLLEGE SAINT-JOSEPH,04-367 61 71,LIEGE,49,,39,1985,Type 1 deuxième degré troisième général transition,Rue Soeur Lutgardis 4 ,"1,73303307790241E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,186355,1 D2 3 G,186355
1 D2 3 P,2014-09-01,1986,1 D2 P,9999-12-31,4032 - LIEGE - CHENEE,INSTITUT SAINTE-THERESE D'AVILA,04-361 85 85,LIEGE,50,,42,1986,Type 1 deuxième degré troisième professionnel qualification,Rue Soeur Lutgardis 5 ,"1,7330330779066E+018",VENTE,Libre confessionnel,186330,1 D2 3 P,186330
1 D2 3 G,2014-09-01,1988,1 D2 G,9999-12-31,4020 - LIEGE - JUPILLE-SUR-MEUSE,INSTITUT NOTRE-DAME DE JUPILLE,04-345 64 70,LIEGE,49,,39,1988,Type 1 deuxième degré troisième général transition,Rue Charlemagne 47 ,"1,7330330779087E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,186377,1 D2 3 G,186377
1 D2 3 G,2014-09-01,1994,1 D2 G,9999-12-31,4000 - LIEGE - LIEGE,ATHENEE ROYAL LIEGE 1 CHARLES ROGIER,04-222 14 82,LIEGE,49,,39,1994,Type 1 deuxième degré troisième général transition,Rue des Clarisses 13 ,"1,7330330779108E+018",LANGUE MODERNE II ALLEMAND,WBE,923,1 D2 3 G,923
1 D2 3 G,2014-09-01,1995,1 D2 G,9999-12-31,4020 - LIEGE - LIEGE,ATHENEE COMMUNAL MAURICE DESTENAY,04-343 04 28,LIEGE,49,,39,1995,Type 1 deuxième degré troisième général transition,Rue Lairesse 101 ,"1,73303307791604E+018",LANGUE MODERNE I ALLEMAND,Subventionné communal,186220,1 D2 3 G,186220
1 D2 3 G,2014-09-01,1997,1 D2 G,9999-12-31,4000 - LIEGE - LIEGE,Institut Saint-Joseph et Sainte-Julienne,04-226 04 66,LIEGE,49,,39,1997,Type 1 deuxième degré troisième général transition,Rue Saint-Gilles 199 ,"1,7330330779496E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,186729,1 D2 3 G,186729
1 D2 3 G,2014-09-01,1998,1 D2 G,9999-12-31,4000 - LIEGE - LIEGE,LYCEE SAINT-JACQUES,04-223 43 56,LIEGE,49,,39,1998,Type 1 deuxième degré troisième général transition,Rue Darchis 43 ,"1,73303307795484E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,186756,1 D2 3 G,186756
1 D2 3 P,2014-09-01,1999,1 D2 P,9999-12-31,4000 - LIEGE - LIEGE,CENTRE SCOLAIRE SAINTE-VERONIQUE - MARIE-JOSE,04-252 40 72,LIEGE,50,,42,1999,Type 1 deuxième degré troisième professionnel qualification,Rue Rennequin Sualem 15 ,"1,73303307795694E+018",TRAVAUX DE BUREAU,Libre confessionnel,186777,1 D2 3 P,186777
1 D2 3 G,2014-09-01,2000,1 D2 G,9999-12-31,4020 - LIEGE - LIEGE,CENTRE SCOLAIRE SAINT-LOUIS,04-349 53 00,LIEGE,49,,39,2000,Type 1 deuxième degré troisième général transition,Rue Alfred Magis 20 ,"1,73303307796637E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,186817,1 D2 3 G,186817
1 D2 3 G,2014-09-01,2001,1 D2 G,9999-12-31,4000 - LIEGE - LIEGE,COLLEGE SAINT-BARTHELEMY,04-223 73 71,LIEGE,49,,39,2001,Type 1 deuxième degré troisième général transition,En-Hors-Château 31 ,"1,73303307797162E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,186860,1 D2 3 G,186860
1 D2 3 G,2014-09-01,2003,1 D2 G,9999-12-31,4000 - LIEGE - LIEGE,Centre scolaire Saint-Benoît Saint-Servais (2ème et 3ème degrés),04-223 59 65,LIEGE,49,,39,2003,Type 1 deuxième degré troisième général transition,Rue Saint-Gilles 90C ,"1,73303307797476E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,186889,1 D2 3 G,186889
1 D2 3 G,2014-09-01,2004,1 D2 G,9999-12-31,4000 - LIEGE - LIEGE,DAMES DE L'INSTRUCTION CHRETIENNE D.I.C. COLLEGE,04-223 20 18,LIEGE,49,,39,2004,Type 1 deuxième degré troisième général transition,Rue Sur-la-Fontaine 70 ,"1,73303307797791E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,186913,1 D2 3 G,186913
1 D2 3 P,2014-09-01,2009,1 D2 P,9999-12-31,4020 - LIEGE - LIEGE,CENTRE D'ENSEIGNEMENT SECONDAIRE LEON MIGNON,04-223 71 08,LIEGE,50,,42,2009,Type 1 deuxième degré troisième professionnel qualification,Rue Waleffe 5 ,"1,73303307798315E+018",ARMURERIE,Subventionné communal,186577,1 D2 3 P,186577
1 D2 3 TQ,2014-09-01,2014,1 D2 TQ,9999-12-31,4000 - LIEGE - LIEGE,INSTITUT D'ENSEIGNEMENT SECONDAIRE SAINT-LUC,04-232 99 80,LIEGE,51,,40,2014,Type 1 deuxième degré troisième technique qualification,Rue Louvrex 111 ,"1,73303307830821E+018",TECHNIQUES ARTISTIQUES,Libre confessionnel,187008,1 D2 3 TQ,187008
1 D2 3 TQ,2014-09-01,2017,1 D2 TQ,9999-12-31,4000 - LIEGE - LIEGE,ECOLE D'HOTELLERIE ET DE TOURISME,04-223 22 25,LIEGE,51,,40,2017,Type 1 deuxième degré troisième technique qualification,Rue Maghin 54 ,"1,73303307831135E+018",RESTAURATION,Subventionné communal,186406,1 D2 3 TQ,186406
1 D2 3 P,2014-09-01,2019,1 D2 P,9999-12-31,4020 - LIEGE - LIEGE,ECOLE DE COIFFURE ET DE BIOESTHETIQUE,04-343 92 91,LIEGE,50,,42,2019,Type 1 deuxième degré troisième professionnel qualification,Rue Basse-Wez 83 ,"1,73303307835959E+018",SERVICES SOCIAUX,Subventionné communal,186471,1 D2 3 P,186471
1 D2 3 P,2014-09-01,2020,1 D2 P,9999-12-31,4000 - LIEGE - LIEGE,INSTITUT SAINT-LAURENT,04-223 78 80,LIEGE,50,,42,2020,Type 1 deuxième degré troisième professionnel qualification,Rue Saint-Laurent 29 ,"1,73303307837007E+018",ELECTRICITE,Libre confessionnel,186535,1 D2 3 P,186535
1 D2 3 P,2014-09-01,2022,1 D2 P,9999-12-31,4000 - LIEGE - LIEGE,Institut Don Bosco,04-229 78 70,LIEGE,50,,42,2022,Type 1 deuxième degré troisième professionnel qualification,Rue Jacob Makoy 38 ,"1,73303307841936E+018",MECANIQUE POLYVALENTE,Libre confessionnel,186497,1 D2 3 P,186497
1 D2 3 P,2014-09-01,2026,1 D2 P,9999-12-31,4000 - LIEGE - LIEGE,INSTITUT MARIE-THERESE,04-222 04 05,LIEGE,50,,42,2026,Type 1 deuxième degré troisième professionnel qualification,Rue Delfosse 25 ,"1,7330330785326E+018",ARTS APPLIQUES,Libre confessionnel,186620,1 D2 3 P,186620
