AE_CODE,DT_DEBUT,ADRS_ETAB,NS_ETAB_ID,DGSP_CODE,DT_FIN,NOM_ETAB,TELEPHONE_ETAB,PROV_ETAB,DGSP_OBJ_ID,URL_ETAB,FOR_OBJ_ID,NUMERO_FASE_ETAB,AE_NOM,_version_,TE_INTITULE,RESEAU,CP_LOC_COM_ETAB,id,CO_ANNEE_ETUDES,NS_SA_ID
1 D2 3 G,2014-09-01,Place des Droits de l'Homme 16 ,1506,1 D2 G,9999-12-31,ATHENEE ROYAL DE BINCHE,064-31 16 00,HAINAUT,49,,39,1506,Type 1 deuxième degré troisième général transition,"1,73316666850751E+018",LANGUE MODERNE II ANGLAIS,WBE,7130 - BINCHE - BINCHE,2487,1 D2 3 G,2487
1 D2 3 G,2014-09-01,Rue de Merbes 25 ,1507,1 D2 G,9999-12-31,COLLEGE NOTRE-DAME DE BON SECOURS,064-23 99 99,HAINAUT,49,,39,1507,Type 1 deuxième degré troisième général transition,"1,73316666850961E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,7130 - BINCHE - BINCHE,185066,1 D2 3 G,185066
R D2 3 P,2014-09-01,Rue des Archers 12 ,1508,R D2 P,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT CHARLES DELIEGE,064-31 02 20,HAINAUT,53,,42,1508,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666851276E+018",COIFFURE,Subventionné provincial,7130 - BINCHE - BINCHE,184893,R D2 3 P,184893
1 D2 3 G,2014-09-01,Rue de Noailles 3 ,1525,1 D2 G,9999-12-31,ATHENEE ROYAL DE CHIMAY,060-41 41 00,HAINAUT,49,,39,1525,Type 1 deuxième degré troisième général transition,"1,733166668518E+018",LANGUE MODERNE II ANGLAIS,WBE,6460 - CHIMAY - CHIMAY,2065,1 D2 3 G,2065
1 D2 3 G,2014-09-01,Rue de Virelles 75 ,1526,1 D2 G,9999-12-31,COLLEGE SAINT-JOSEPH,060-21 04 10,HAINAUT,49,,39,1526,Type 1 deuxième degré troisième général transition,"1,73316666852429E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,6460 - CHIMAY - CHIMAY,185143,1 D2 3 G,185143
1 D2 3 P,2014-09-01,Rue de Virelles 75 ,1527,1 D2 P,9999-12-31,INSTITUT NOTRE-DAME,060-21 04 10,HAINAUT,50,,42,1527,Type 1 deuxième degré troisième professionnel qualification,"1,73316666852534E+018",MECANIQUE POLYVALENTE,Libre confessionnel,6460 - CHIMAY - CHIMAY,185103,1 D2 3 P,185103
1 D2 3 P,2014-09-01,Rue Albert Ier 21 ,1538,1 D2 P,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE ERQUELINNES,071-55 60 85,HAINAUT,50,,42,1538,Type 1 deuxième degré troisième professionnel qualification,"1,73316666853268E+018",SERVICES SOCIAUX,WBE,6560 - ERQUELINNES - ERQUELINNES,2509,1 D2 3 P,2509
R D2 3 P,2014-09-01,Rue Sainte-Thérèse 47 ,1540,R D2 P,9999-12-31,ECOLE D'ARTS ET METIERS,071-55 51 27,HAINAUT,53,,42,1540,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666853582E+018",MECANIQUE POLYVALENTE,Libre confessionnel,6560 - ERQUELINNES - ERQUELINNES,183318,R D2 3 P,183318
1 D2 3 G,2014-09-01,Drève des Alliés 11 ,1569,1 D2 G,9999-12-31,ATHENEE ROYAL THUIN,071-59 05 30,HAINAUT,49,,39,1569,Type 1 deuxième degré troisième général transition,"1,73316666854107E+018",LANGUE MODERNE II ANGLAIS,WBE,6530 - THUIN - THUIN,410,1 D2 3 G,410
1 D2 3 G,2014-09-01,Grand'Rue 68 ,1570,1 D2 G,9999-12-31,INSTITUT NOTRE-DAME,071-59 00 47,HAINAUT,49,,39,1570,Type 1 deuxième degré troisième général transition,"1,73316666854736E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,6530 - THUIN - THUIN,185205,1 D2 3 G,185205
1 D2 3 G,2014-09-01,Rue Grégoire Jurion 22 ,1579,1 D2 G,9999-12-31,SEMINAIRE DE BONNE-ESPERANCE,064-31 08 08,HAINAUT,49,,39,1579,Type 1 deuxième degré troisième général transition,"1,73316666854841E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7120 - ESTINNES - VELLEREILLE-LES-BRAYEUX,185222,1 D2 3 G,185222
1 D2 3 P,2014-09-01,Rue de l'Enseignement 8-10 ,1594,1 D2 P,9999-12-31,ATHENEE PROVINCIAL WAROCQUE,064-43 20 30,HAINAUT,50,,42,1594,Type 1 deuxième degré troisième professionnel qualification,"1,7331666685526E+018",HORTICULTURE ET MAINTENANCE DE MATERIEL,Subventionné provincial,7140 - MORLANWELZ - MORLANWELZ-MARIEMONT,185155,1 D2 3 P,185155
R D2 3 P,2015-09-01,Rue Raoul Warocqué 46 ,1595,R D2 P,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE DE MORLANWELZ,064-43 21 89,HAINAUT,53,,42,1595,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666855784E+018",MECANIQUE GARAGE,WBE,7140 - MORLANWELZ - MORLANWELZ,1738,R D2 3 P,1738
1 D2 3 P,2014-09-01,Rue Pauline Hubert 40 ,1606,1 D2 P,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE DAVID LACHMAN,060-21 06 70,HAINAUT,50,,42,1606,Type 1 deuxième degré troisième professionnel qualification,"1,73316666856833E+018",MECANIQUE POLYVALENTE,WBE,6470 - SIVRY-RANCE - RANCE,2028,1 D2 3 P,2028
1 D2 3 G,2014-09-01,Rue des Français 31 ,1635,1 D2 G,9999-12-31,ATHENEE ROYAL PERUWELZ,069-77 95 50,HAINAUT,49,,39,1635,Type 1 deuxième degré troisième général transition,"1,73316666857252E+018",LANGUE MODERNE II ANGLAIS,WBE,7600 - PERUWELZ - PERUWELZ,3279,1 D2 3 G,3279
1 D2 3 G,2014-09-01,Rue Pont à la Faulx 66 ,1636,1 D2 G,9999-12-31,INSTITUT SAINT-CHARLES,069-77 21 35,HAINAUT,49,,39,1636,Type 1 deuxième degré troisième général transition,"1,73316666858301E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,7600 - PERUWELZ - PERUWELZ,185290,1 D2 3 G,185290
1 D2 3 G,2014-09-01,Rue Abbé Dropsy 2 ,1688,1 D2 G,9999-12-31,COLLEGE NOTRE-DAME DE LA TOMBE,069-88 08 60,HAINAUT,49,,39,1688,Type 1 deuxième degré troisième général transition,"1,73316666858825E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7540 - TOURNAI - KAIN,185354,1 D2 3 G,185354
1 D2 3 G,2014-09-01,Rue Montgomery 71 ,1689,1 D2 G,9999-12-31,INSTITUT DE LA SAINTE-UNION,069-89 03 89,HAINAUT,49,,39,1689,Type 1 deuxième degré troisième général transition,"1,73316666859035E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7540 - TOURNAI - KAIN,184579,1 D2 3 G,184579
1 D2 3 G,2014-09-01,Chaussée de Tournai 57 ,1695,1 D2 G,9999-12-31,INSTITUT SAINT-ANDRE,069-59 06 50,HAINAUT,49,,39,1695,Type 1 deuxième degré troisième général transition,"1,73316666859559E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7520 - TOURNAI - RAMEGNIES-CHIN,185401,1 D2 3 G,185401
1 D2 3 G,2014-09-01,Rue Duquesnoy 24 ,1696,1 D2 G,9999-12-31,ATHENEE ROYAL JULES BARA,069-89 06 02,HAINAUT,49,,39,1696,Type 1 deuxième degré troisième général transition,"1,73316666859769E+018",LANGUE MODERNE II ANGLAIS,WBE,7500 - TOURNAI - TOURNAI,1699,1 D2 3 G,1699
1 D2 3 G,2014-09-01,Rue du Château 18 ,1697,1 D2 G,9999-12-31,ATHENEE ROYAL ROBERT CAMPIN,069-22 26 66,HAINAUT,49,,39,1697,Type 1 deuxième degré troisième général transition,"1,73316666859979E+018",LANGUE MODERNE II ANGLAIS,WBE,7500 - TOURNAI - TOURNAI,1017,1 D2 3 G,1017
1 D2 3 G,2014-09-01,Rue des Augustins 30 ,1698,1 D2 G,9999-12-31,COLLEGE NOTRE-DAME,069-89 08 60,HAINAUT,49,,39,1698,Type 1 deuxième degré troisième général transition,"1,73316666860398E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7500 - TOURNAI - TOURNAI,185499,1 D2 3 G,185499
1 D2 3 G,2014-09-01,Rue des Carmes 10 ,1699,1 D2 G,9999-12-31,INSTITUT DES URSULINES - LA MADELEINE,069-22 96 35,HAINAUT,49,,39,1699,Type 1 deuxième degré troisième général transition,"1,73316666860713E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7500 - TOURNAI - TOURNAI,185518,1 D2 3 G,185518
1 D2 3 G,2014-09-01,Chaussée de Lille 12 ,1706,1 D2 G,9999-12-31,CENTRE EDUCATIF DE LA SAINTE-UNION,069-22 18 22,HAINAUT,49,,39,1706,Type 1 deuxième degré troisième général transition,"1,73316666861132E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7500 - TOURNAI - TOURNAI,185566,1 D2 3 G,185566
1 D2 3 P,2014-09-01,Rue de la Lys 1 ,1708,1 D2 P,9999-12-31,INSTITUT D'ENSEIGNEMENT SECONDAIRE PROVINCIAL PARAMEDICAL,069-88 40 60,HAINAUT,50,,42,1708,Type 1 deuxième degré troisième professionnel qualification,"1,73316666861656E+018",SERVICES SOCIAUX,Subventionné provincial,7500 - TOURNAI - TOURNAI,185372,1 D2 3 P,185372
1 D2 3 G,2014-09-01,Rue du Four Chapitre 3 ,1709,1 D2 G,9999-12-31,INSTITUT NOTRE-DAME,069-22 40 92,HAINAUT,49,,39,1709,Type 1 deuxième degré troisième général transition,"1,73316666861866E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,7500 - TOURNAI - TOURNAI,185467,1 D2 3 G,185467
1 D2 3 AT,2014-09-01,Boulevard Léopold 92B ,1711,1 D2 AT,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,069-45 28 70,HAINAUT,48,,41,1711,Type 1 deuxième degré troisième artistique transition,"1,7331666686239E+018",LANGUE MODERNE I ANGLAIS,Subventionné provincial,7500 - TOURNAI - TOURNAI,185603,1 D2 3 AT,185603
1 D2 3 P,2014-09-01,Tour Saint-Pierre 11 ,1735,1 D2 P,9999-12-31,INSTITUT D'ENSEIGNEMENT TECHNIQUE SAINT-ELOI,069-66 96 10,HAINAUT,50,,42,1735,Type 1 deuxième degré troisième professionnel qualification,"1,7331666686281E+018",HORTICULTURE ET MAINTENANCE DE MATERIEL,Libre confessionnel,7900 - LEUZE-EN-HAINAUT - LEUZE-EN-HAINAUT,185244,1 D2 3 P,185244
R D3 5 P,2014-09-01,Rue du Rempart 16 ,1736,R D3 P,9999-12-31,ATHENEE PROVINCIAL,069-67 21 10,HAINAUT,60,,42,1736,C.E.F.A. troisième degré cinquième professionnel qualification,"1,73316666863334E+018",VENDEUR/VENDEUSE,Subventionné provincial,7900 - LEUZE-EN-HAINAUT - LEUZE-EN-HAINAUT,182677,R D3 5 P,182677
1 D2 3 G,2014-09-01,Tour Saint-Pierre 11 ,1738,1 D2 G,9999-12-31,COLLEGE SAINT-ELOI,069-66 96 11,HAINAUT,49,,39,1738,Type 1 deuxième degré troisième général transition,"1,73316666864488E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,7900 - LEUZE-EN-HAINAUT - LEUZE-EN-HAINAUT,185268,1 D2 3 G,185268
1 D2 3 G,2014-09-01,Chaussée Romaine 2 ,1751,1 D2 G,9999-12-31,INSTITUT DE L'INSTRUCTION CHRETIENNE-ABBAYE DE FLONE,085-31 13 34,LIEGE,49,,39,1751,Type 1 deuxième degré troisième général transition,"1,73316666864697E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4540 - AMAY - AMAY,185661,1 D2 3 G,185661
1 D2 3 G,2014-09-01,Allée de Bernardfagne 7 ,1762,1 D2 G,9999-12-31,Collège Saint-Roch,086-40 00 06,LIEGE,49,,39,1762,Type 1 deuxième degré troisième général transition,"1,73316666864907E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4190 - FERRIERES - FERRIERES,185634,1 D2 3 G,185634
1 D2 3 G,2014-09-01,Quai d'Arona 5 ,1775,1 D2 G,9999-12-31,ATHENEE ROYAL DE HUY,085-27 13 50,LIEGE,49,,39,1775,Type 1 deuxième degré troisième général transition,"1,73316666865326E+018",LANGUE MODERNE II ALLEMAND,WBE,4500 - HUY - HUY,379,1 D2 3 G,379
1 D2 3 G,2014-09-01,Rue Entre-Deux-Portes 75 ,1777,1 D2 G,9999-12-31,COLLEGE SAINT-QUIRIN,085-21 14 49,LIEGE,49,,39,1777,Type 1 deuxième degré troisième général transition,"1,73316666865746E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4500 - HUY - HUY,185802,1 D2 3 G,185802
1 D2 3 G,2014-09-01,Rue Vankeerberghen 10-12 ,1778,1 D2 G,9999-12-31,INSTITUT SAINTE-MARIE,085-21 79 26,LIEGE,49,,39,1778,Type 1 deuxième degré troisième général transition,"1,73316666866165E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4500 - HUY - HUY,185775,1 D2 3 G,185775
1 D2 3 P,2014-09-01,Rue Saint-Pierre 48 ,1779,1 D2 P,9999-12-31,ECOLE POLYTECHNIQUE DE HUY- ENSEIGNEMENT DE LA PROVINCE DE LIEGE,085-27 37 00,LIEGE,50,,42,1779,Type 1 deuxième degré troisième professionnel qualification,"1,73316666866585E+018",MECANIQUE POLYVALENTE,Subventionné provincial,4500 - HUY - HUY,185686,1 D2 3 P,185686
1 D2 3 P,2014-09-01,Avenue Delchambre 6 ,1780,1 D2 P,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HUY,085-27 31 00,LIEGE,50,,42,1780,Type 1 deuxième degré troisième professionnel qualification,"1,73316666867424E+018",ARTS APPLIQUES,Subventionné provincial,4500 - HUY - HUY,185742,1 D2 3 P,185742
1 D2 3 P,2014-09-01,Rue des Cotillages 2 ,1781,1 D2 P,9999-12-31,INSTITUT DON BOSCO,085-27 07 50,LIEGE,50,,42,1781,Type 1 deuxième degré troisième professionnel qualification,"1,73316666867843E+018",MECANIQUE POLYVALENTE,Libre confessionnel,4500 - HUY - HUY,185830,1 D2 3 P,185830
1 D2 3 G,2014-09-01,Rue Saint-Victor 5 ,1787,1 D2 G,9999-12-31,ATHENEE ROYAL AGRI-SAINT-GEORGES,085-21 67 70,LIEGE,49,,39,1787,Type 1 deuxième degré troisième général transition,"1,73316666868577E+018",LANGUE MODERNE II ANGLAIS,WBE,4500 - HUY - HUY,2689,1 D2 3 G,2689
1 D2 3 G,2014-09-01,Rue Fourneau 40 ,1792,1 D2 G,9999-12-31,ATHENEE ROYAL PRINCE BAUDOUIN,085-27 33 00,LIEGE,49,,39,1792,Type 1 deuxième degré troisième général transition,"1,73316666869311E+018",LANGUE MODERNE II ALLEMAND,WBE,4570 - MARCHIN - MARCHIN,1354,1 D2 3 G,1354
1 D2 3 G,2014-09-01,Rue Mognée 21 ,1801,1 D2 G,9999-12-31,ATHENEE ROYAL D'OUFFET,086-36 62 77,LIEGE,49,,39,1801,Type 1 deuxième degré troisième général transition,"1,73316666869521E+018",LANGUE MODERNE II ANGLAIS,WBE,4590 - OUFFET - OUFFET,3329,1 D2 3 G,3329
1 D2 3 G,2014-09-01,Rue du Perron 31 ,1802,1 D2 G,9999-12-31,INSTITUT LIBRE DU CONDROZ SAINT-FRANCOIS,086-36 60 79,LIEGE,49,,39,1802,Type 1 deuxième degré troisième général transition,"1,73316666869835E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4590 - OUFFET - OUFFET,185901,1 D2 3 G,185901
1 D2 3 G,2014-09-01,Rue Georges Truffaut 37 ,1826,1 D2 G,9999-12-31,ATHENEE ROYAL D'ANS,04-246 76 00,LIEGE,49,,39,1826,Type 1 deuxième degré troisième général transition,"1,73316666870465E+018",LANGUE MODERNE II ANGLAIS,WBE,4432 - ANS - ALLEUR,725,1 D2 3 G,725
1 D2 3 G,2014-09-01,Rue du Cimetière 2 ,1827,1 D2 G,9999-12-31,COLLEGE SAINT-FRANCOIS D'ASSISE,04-224 69 40,LIEGE,49,,39,1827,Type 1 deuxième degré troisième général transition,"1,73316666870779E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4430 - ANS - ANS,185926,1 D2 3 G,185926
1 D2 3 G,2014-09-01,Avenue François Cornesse 48 ,1837,1 D2 G,9999-12-31,ATHENEE ROYAL PRINCESSE ELISABETH,04-384 42 45,LIEGE,49,,39,1837,Type 1 deuxième degré troisième général transition,"1,73316666871408E+018",LANGUE MODERNE II ANGLAIS,WBE,4920 - AYWAILLE - AYWAILLE,3368,1 D2 3 G,3368
1 D2 3 G,2014-09-01,Avenue de la Porallée 40 ,1839,1 D2 G,9999-12-31,CENTRE SCOLAIRE SAINT-JOSEPH - SAINT-RAPHAEL,04-246 74 20,LIEGE,49,,39,1839,Type 1 deuxième degré troisième général transition,"1,73316666871933E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4920 - AYWAILLE - SOUGNE-REMOUCHAMPS,187239,1 D2 3 G,187239
1 D2 3 G,2014-09-01,Rue Pierre Henvard 64 ,1855,1 D2 G,9999-12-31,COLLEGE EPISCOPAL DU SARTAY,04-361 69 58,LIEGE,49,,39,1855,Type 1 deuxième degré troisième général transition,"1,73316666872771E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4053 - CHAUDFONTAINE - EMBOURG,185974,1 D2 3 G,185974
1 D2 3 G,2014-09-01,Rue de l'Athénée 6 ,1870,1 D2 G,9999-12-31,ATHENEE ROYAL D'ESNEUX,04-380 16 96,LIEGE,49,,39,1870,Type 1 deuxième degré troisième général transition,"1,73316666872981E+018",EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,WBE,4130 - ESNEUX - ESNEUX,3433,1 D2 3 G,3433
1 D2 3 G,2014-09-01,Avenue des Martyrs 246 ,1880,1 D2 G,9999-12-31,Centre scolaire Sainte-Julienne (D2 D3),04-358 42 71,LIEGE,49,,39,1880,Type 1 deuxième degré troisième général transition,"1,73316666873401E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4620 - FLERON - FLERON,186041,1 D2 3 G,186041
1 D2 3 G,2014-09-01,Rue Jean Lambert Sauveur 59 ,1897,1 D2 G,9999-12-31,ATHENEE ROYAL DE HERSTAL,04-264 45 48,LIEGE,49,,39,1897,Type 1 deuxième degré troisième général transition,"1,73316666874135E+018",LANGUE MODERNE II ALLEMAND,WBE,4040 - HERSTAL - HERSTAL,3471,1 D2 3 G,3471
1 D2 3 G,2014-09-01,Rue Elisa Dumonceau 75 ,1898,1 D2 G,9999-12-31,COLLEGE NOTRE-DAME ET SAINT-LAMBERT ET INSTITUT SAINT-LAURENT,04-264 00 49,LIEGE,49,,39,1898,Type 1 deuxième degré troisième général transition,"1,73316666874554E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4040 - HERSTAL - HERSTAL,186133,1 D2 3 G,186133
1 D2 3 P,2014-09-01,Rue de l'Ecole Technique 34 ,1901,1 D2 P,9999-12-31,ECOLE POLYTECHNIQUE DE HERSTAL - ENSEIGNEMENT DE LA PROVINCE DE LIEGE,04-248 42 00,LIEGE,50,,42,1901,Type 1 deuxième degré troisième professionnel qualification,"1,73316666875183E+018",MECANIQUE GARAGE,Subventionné provincial,4040 - HERSTAL - HERSTAL,186101,1 D2 3 P,186101
1 D2 3 P,2014-09-01,Rue du Grand Puits 66 ,1902,1 D2 P,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HERSTAL,04-248 41 00,LIEGE,50,,42,1902,Type 1 deuxième degré troisième professionnel qualification,"1,73316666875812E+018",SERVICES SOCIAUX,Subventionné provincial,4040 - HERSTAL - HERSTAL,186182,1 D2 3 P,186182
1 D2 3 P,2014-09-01,Rue de Renory 101 ,1981,1 D2 P,9999-12-31,INSTITUT MARIA GORETTI,04-344 97 63,LIEGE,50,,42,1981,Type 1 deuxième degré troisième professionnel qualification,"1,73316666876337E+018",COIFFURE,Libre confessionnel,4031 - LIEGE - ANGLEUR,186314,1 D2 3 P,186314
1 D2 3 G,2014-09-01,Rue Bourdon 32 ,1984,1 D2 G,9999-12-31,ATHENEE ROYAL DE CHENEE,04-365 44 29,LIEGE,49,,39,1984,Type 1 deuxième degré troisième général transition,"1,73316666876546E+018",LANGUE MODERNE II ALLEMAND,WBE,4032 - LIEGE - CHENEE,3408,1 D2 3 G,3408
1 D2 3 G,2014-09-01,Rue Soeur Lutgardis 4 ,1985,1 D2 G,9999-12-31,COLLEGE SAINT-JOSEPH,04-367 61 71,LIEGE,49,,39,1985,Type 1 deuxième degré troisième général transition,"1,73316666876861E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4032 - LIEGE - CHENEE,186355,1 D2 3 G,186355
1 D2 3 P,2014-09-01,Rue Soeur Lutgardis 5 ,1986,1 D2 P,9999-12-31,INSTITUT SAINTE-THERESE D'AVILA,04-361 85 85,LIEGE,50,,42,1986,Type 1 deuxième degré troisième professionnel qualification,"1,73316666877175E+018",VENTE,Libre confessionnel,4032 - LIEGE - CHENEE,186330,1 D2 3 P,186330
1 D2 3 G,2014-09-01,Rue Charlemagne 47 ,1988,1 D2 G,9999-12-31,INSTITUT NOTRE-DAME DE JUPILLE,04-345 64 70,LIEGE,49,,39,1988,Type 1 deuxième degré troisième général transition,"1,73316666877385E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4020 - LIEGE - JUPILLE-SUR-MEUSE,186377,1 D2 3 G,186377
1 D2 3 G,2014-09-01,Rue des Clarisses 13 ,1994,1 D2 G,9999-12-31,ATHENEE ROYAL LIEGE 1 CHARLES ROGIER,04-222 14 82,LIEGE,49,,39,1994,Type 1 deuxième degré troisième général transition,"1,733166668777E+018",LANGUE MODERNE II ALLEMAND,WBE,4000 - LIEGE - LIEGE,923,1 D2 3 G,923
1 D2 3 G,2014-09-01,Boulevard Saucy 16 ,1995,1 D2 G,9999-12-31,ATHENEE COMMUNAL MAURICE DESTENAY,04-343 04 28,LIEGE,49,,39,1995,Type 1 deuxième degré troisième général transition,"1,73316666878224E+018",LANGUE MODERNE I ALLEMAND,Subventionné communal,4020 - LIEGE - LIEGE,186220,1 D2 3 G,186220
1 D2 3 G,2014-09-01,Rue du Général Bertrand 14 ,1997,1 D2 G,9999-12-31,Institut Saint-Joseph et Sainte-Julienne,04-226 04 66,LIEGE,49,,39,1997,Type 1 deuxième degré troisième général transition,"1,73316666879168E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4000 - LIEGE - LIEGE,186729,1 D2 3 G,186729
1 D2 3 G,2014-09-01,Rue Darchis 43 ,1998,1 D2 G,9999-12-31,LYCEE SAINT-JACQUES,04-223 43 56,LIEGE,49,,39,1998,Type 1 deuxième degré troisième général transition,"1,73316666879377E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,4000 - LIEGE - LIEGE,186756,1 D2 3 G,186756
1 D2 3 P,2014-09-01,Rue Rennequin Sualem 15 ,1999,1 D2 P,9999-12-31,CENTRE SCOLAIRE SAINTE-VERONIQUE - MARIE-JOSE,04-252 40 72,LIEGE,50,,42,1999,Type 1 deuxième degré troisième professionnel qualification,"1,73316666879587E+018",TRAVAUX DE BUREAU,Libre confessionnel,4000 - LIEGE - LIEGE,186777,1 D2 3 P,186777
1 D2 3 G,2014-09-01,Rue Alfred Magis 20 ,2000,1 D2 G,9999-12-31,CENTRE SCOLAIRE SAINT-LOUIS,04-349 53 00,LIEGE,49,,39,2000,Type 1 deuxième degré troisième général transition,"1,73316666880321E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4020 - LIEGE - LIEGE,186817,1 D2 3 G,186817
1 D2 3 G,2014-09-01,En-Hors-Château 31 ,2001,1 D2 G,9999-12-31,COLLEGE SAINT-BARTHELEMY,04-223 73 71,LIEGE,49,,39,2001,Type 1 deuxième degré troisième général transition,"1,73316666880845E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4000 - LIEGE - LIEGE,186860,1 D2 3 G,186860
1 D2 3 G,2014-09-01,Rue Saint-Gilles 90C ,2003,1 D2 G,9999-12-31,Centre scolaire Saint-Benoît Saint-Servais (2ème et 3ème degrés),04-223 59 65,LIEGE,49,,39,2003,Type 1 deuxième degré troisième général transition,"1,73316666881055E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4000 - LIEGE - LIEGE,186889,1 D2 3 G,186889
1 D2 3 G,2014-09-01,Rue Sur-la-Fontaine 70 ,2004,1 D2 G,9999-12-31,DAMES DE L'INSTRUCTION CHRETIENNE D.I.C. COLLEGE,04-223 20 18,LIEGE,49,,39,2004,Type 1 deuxième degré troisième général transition,"1,73316666881579E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4000 - LIEGE - LIEGE,186913,1 D2 3 G,186913
1 D2 3 P,2014-09-01,Rue Léon Mignon 2 ,2009,1 D2 P,9999-12-31,CENTRE D'ENSEIGNEMENT SECONDAIRE LEON MIGNON,04-223 71 08,LIEGE,50,,42,2009,Type 1 deuxième degré troisième professionnel qualification,"1,73316666881789E+018",ARMURERIE,Subventionné communal,4000 - LIEGE - LIEGE,186577,1 D2 3 P,186577
1 D2 3 TQ,2014-09-01,Rue Louvrex 111 ,2014,1 D2 TQ,9999-12-31,INSTITUT D'ENSEIGNEMENT SECONDAIRE SAINT-LUC,04-232 99 80,LIEGE,51,,40,2014,Type 1 deuxième degré troisième technique qualification,"1,73316666883152E+018",TECHNIQUES ARTISTIQUES,Libre confessionnel,4000 - LIEGE - LIEGE,187008,1 D2 3 TQ,187008
1 D2 3 TQ,2014-09-01,En-Hors-Château 13 ,2017,1 D2 TQ,9999-12-31,ECOLE D'HOTELLERIE ET DE TOURISME,04-223 22 25,LIEGE,51,,40,2017,Type 1 deuxième degré troisième technique qualification,"1,73316666883257E+018",RESTAURATION,Subventionné communal,4000 - LIEGE - LIEGE,186406,1 D2 3 TQ,186406
1 D2 3 P,2014-09-01,Rue de Pitteurs 31 ,2019,1 D2 P,9999-12-31,ECOLE DE COIFFURE ET DE BIOESTHETIQUE,04-343 92 91,LIEGE,50,,42,2019,Type 1 deuxième degré troisième professionnel qualification,"1,73316666883677E+018",SERVICES SOCIAUX,Subventionné communal,4020 - LIEGE - LIEGE,186471,1 D2 3 P,186471
1 D2 3 P,2014-09-01,Rue Saint-Laurent 29 ,2020,1 D2 P,9999-12-31,INSTITUT SAINT-LAURENT,04-223 78 80,LIEGE,50,,42,2020,Type 1 deuxième degré troisième professionnel qualification,"1,73316666883991E+018",ELECTRICITE,Libre confessionnel,4000 - LIEGE - LIEGE,186535,1 D2 3 P,186535
1 D2 3 P,2014-09-01,Rue des Wallons 59 ,2022,1 D2 P,9999-12-31,Institut Don Bosco,04-229 78 70,LIEGE,50,,42,2022,Type 1 deuxième degré troisième professionnel qualification,"1,73316666884515E+018",MECANIQUE POLYVALENTE,Libre confessionnel,4000 - LIEGE - LIEGE,186497,1 D2 3 P,186497
1 D2 3 P,2014-09-01,Rue Delfosse 25 ,2026,1 D2 P,9999-12-31,INSTITUT MARIE-THERESE,04-222 04 05,LIEGE,50,,42,2026,Type 1 deuxième degré troisième professionnel qualification,"1,73316666885145E+018",ARTS APPLIQUES,Libre confessionnel,4000 - LIEGE - LIEGE,186620,1 D2 3 P,186620
