RESEAU,NUMERO_FASE_PO,NOM_PO,ADRS_PO,CP_LOC_COM_PO,NUMERO_FASE_ETAB,NOM_ETAB,ADRS_ETAB,CP_LOC_COM_ETAB,PROV_ETAB,CARACTERE,CONFESSION,QUALITE_DIRECTEUR_ETAB,NOM_DIRECTEUR_ETAB,PRENOM_DIRECTEUR_ETAB,NUMERO_FASE_IMPL,DT_DEBUT,DT_FIN,NOM_IMPL,ADRS_IMPL,CP_LOC_COM_IMPL,UNITE,NUMERO_FASE_IMPL_ETAB
COCOF                                                       ,469,Commission communautaire française,Rue des Palais 42 A ,1030 - SCHAERBEEK - SCHAERBEEK,38,Institut Redouté-Peiffer,Avenue Marius Renard 1 ,1070 - ANDERLECHT - ANDERLECHT,BRUXELLES-CAPITALE                                          ,Non confessionnel                                 ,,Monsieur                                                                                            ,Reniers                       ,Patrick                       ,58,1996-09-01,,58,Avenue Marius Renard 1 ,1070 - ANDERLECHT - ANDERLECHT,Secondaire ordinaire                                        ,58-38
COCOF                                                       ,469,Commission communautaire française,Rue des Palais 42 A ,1030 - SCHAERBEEK - SCHAERBEEK,38,Institut Redouté-Peiffer,Avenue Marius Renard 1 ,1070 - ANDERLECHT - ANDERLECHT,BRUXELLES-CAPITALE                                          ,Non confessionnel                                 ,,Monsieur                                                                                            ,Reniers                       ,Patrick                       ,61,1900-01-01,,61,Avenue Emile Gryson 1 ,1070 - ANDERLECHT - ANDERLECHT,Secondaire ordinaire                                        ,61-38
Libre non confessionnel                                     ,901,Institut Reine Fabiola,RUE DES SAULES 40 ,7070 - LE ROEULX - LE ROEULX,211,Institut Reine Fabiola Enseignement professionnel,RUE DES SAULES 40 ,7070 - LE ROEULX - LE ROEULX,HAINAUT                                                     ,Non confessionnel                                 ,,Monsieur                                                                                            ,Gerard                        ,Michaël                       ,337,1900-01-01,,337,RUE DES SAULES 40 ,7070 - LE ROEULX - LE ROEULX,Secondaire ordinaire                                        ,337-211
Libre non confessionnel                                     ,901,Institut Reine Fabiola,RUE DES SAULES 40 ,7070 - LE ROEULX - LE ROEULX,211,Institut Reine Fabiola Enseignement professionnel,RUE DES SAULES 40 ,7070 - LE ROEULX - LE ROEULX,HAINAUT                                                     ,Non confessionnel                                 ,,Monsieur                                                                                            ,Gerard                        ,Michaël                       ,338,1996-09-01,,338,Route de Lennik 808 ,1070 - ANDERLECHT - ANDERLECHT,Secondaire ordinaire                                        ,338-211
Libre confessionnel                                         ,902,Institut royal pour sourds et aveugles,Chaussée de Waterloo 1504 ,1180 - UCCLE - UCCLE,474,Institut Royal pour Sourds et Aveugles - Enseignement secondaire Type 6 et Type 7,Chaussée de Waterloo 1508 ,1180 - UCCLE - UCCLE,BRUXELLES-CAPITALE                                          ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Romain                        ,Rose                          ,873,1900-01-01,,IRSA                                                        ,Chaussée de Waterloo 1508 ,1180 - UCCLE - UCCLE,Secondaire spécialisé                                       ,873-474
Libre confessionnel                                         ,158,Centre d'enseignement secondaire catholique Saint-Hadelin de Visé,Rue Saint-Hadelin 15 ,4600 - VISE - VISE,2177,INSTITUT SACRE-COEUR ET SAINT-JOSEPH,Rue de la Trairie 27 ,4600 - VISE - VISE,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Bonten                        ,Eddy                          ,4377,1900-01-01,,4377,Rue de la Trairie 27 ,4600 - VISE - VISE,Secondaire ordinaire                                        ,4377-2177
Libre confessionnel                                         ,158,Centre d'enseignement secondaire catholique Saint-Hadelin de Visé,Rue Saint-Hadelin 15 ,4600 - VISE - VISE,2177,INSTITUT SACRE-COEUR ET SAINT-JOSEPH,Rue de la Trairie 27 ,4600 - VISE - VISE,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Bonten                        ,Eddy                          ,4378,1900-01-01,,4378,Rue de la Croix Rouge 12 ,4600 - VISE - VISE,Secondaire ordinaire                                        ,4378-2177
Libre confessionnel                                         ,158,Centre d'enseignement secondaire catholique Saint-Hadelin de Visé,Rue Saint-Hadelin 15 ,4600 - VISE - VISE,2177,INSTITUT SACRE-COEUR ET SAINT-JOSEPH,Rue de la Trairie 27 ,4600 - VISE - VISE,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Bonten                        ,Eddy                          ,7504,2002-09-01,,7504,Rue de la Croix Rouge 12 ,4600 - VISE - VISE,Secondaire CEFA                                             ,7504-2177
Libre confessionnel                                         ,274,"Comité organisateur de l'Institut Saint-Michel à Verviers, des Frères des Ecoles chrétiennes Enseignement secondaire                                                                                                                                      ",Rue du Collège 126 ,4800 - VERVIERS - VERVIERS,95525,Institut Saint Michel,Rue du Collège 126 ,4800 - VERVIERS - VERVIERS,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Waucomont                     ,Philippe                      ,10509,2017-09-01,,Institut Saint-Michel,Rue du Collège 126 ,4800 - VERVIERS - VERVIERS,Secondaire ordinaire                                        ,10509-95525
Libre confessionnel                                         ,766,L'Enseignement chrétien à Jodoigne,Avenue Fernand Charlot 35 ,1370 - JODOIGNE - JODOIGNE,620,INSTITUT SAINT-ALBERT,Avenue Fernand Charlot 35 ,1370 - JODOIGNE - JODOIGNE,BRABANT WALLON                                              ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Baudouin                      ,Pierre                        ,1113,1900-01-01,,1113,Avenue Fernand Charlot 35 ,1370 - JODOIGNE - JODOIGNE,Secondaire ordinaire                                        ,1113-620
Libre confessionnel                                         ,94,Institut Saint-André d'Ixelles                                                                                                                                                                                                                            ,Avenue de l'Hippodrome 180 ,1050 - IXELLES - IXELLES,287,INSTITUT SAINT-ANDRE,Avenue de l'Hippodrome 180 ,1050 - IXELLES - IXELLES,BRUXELLES-CAPITALE                                          ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Lejeune                       ,Anne-Sophie                   ,465,1900-01-01,,465,Avenue de l'Hippodrome 180 ,1050 - IXELLES - IXELLES,Secondaire ordinaire                                        ,465-287
Libre confessionnel                                         ,904,Institut Saint-André de Charleroi                                                                                                                                                                                                                         ,Rue du Parc 6 ,6000 - CHARLEROI - CHARLEROI,921,INSTITUT SAINT-ANDRE,Rue du Parc 6 ,6000 - CHARLEROI - CHARLEROI,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Platteau                      ,Nathalie                      ,1680,1900-01-01,,1680,Rue du Parc 6 ,6000 - CHARLEROI - CHARLEROI,Secondaire ordinaire                                        ,1680-921
Libre confessionnel                                         ,907,Institut Saint-André de Ramegnies-Chin et Tournai,Chaussée de Tournai 57 ,7520 - TOURNAI - RAMEGNIES-CHIN,1695,INSTITUT SAINT-ANDRE,Chaussée de Tournai 57 ,7520 - TOURNAI - RAMEGNIES-CHIN,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Liagre-d'Haene                ,Sophie                        ,3353,1900-01-01,,3353,Chaussée de Tournai 57 ,7520 - TOURNAI - RAMEGNIES-CHIN,Secondaire ordinaire                                        ,3353-1695
Libre confessionnel                                         ,32,Collège Saint-Augustin                                                                                                                                                                                                                                    ,Chaussée d'Ath 1 ,7850 - ENGHIEN - MARCQ,1374,INSTITUT SAINT-AUGUSTIN,Chaussée d'Ath 1 ,7850 - ENGHIEN - MARCQ,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Pierre                        ,Jean-Claude                   ,2762,1900-01-01,,2762,Chaussée d'Ath 1 ,7850 - ENGHIEN - MARCQ,Secondaire ordinaire                                        ,2762-1374
Libre confessionnel                                         ,32,Collège Saint-Augustin                                                                                                                                                                                                                                    ,Chaussée d'Ath 1 ,7850 - ENGHIEN - MARCQ,1374,INSTITUT SAINT-AUGUSTIN,Chaussée d'Ath 1 ,7850 - ENGHIEN - MARCQ,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Pierre                        ,Jean-Claude                   ,10555,2018-09-01,,10555,RUE DU HERDEAU 46 ,5660 - COUVIN - COUVIN,Secondaire CEFA                                             ,10555-1374
Libre confessionnel                                         ,789,Enseignement secondaire Saint-Barthélémy,En-Hors-Château 31 ,4000 - LIEGE - LIEGE,2073,INSTITUT SAINT-BARTHELEMY D.O.A.,En-Hors-Château 31 ,4000 - LIEGE - LIEGE,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Ceccato                       ,Ugo                           ,4161,1900-01-01,,4161,En-Hors-Château 31 ,4000 - LIEGE - LIEGE,Secondaire ordinaire                                        ,4161-2073
Libre confessionnel                                         ,439,"Comité organisateur de l'Institut Saint Berthuin des Frères des Ecoles chrétiennes, Enseignement secondaire, Ecoles normales, Ecole primaire",Fond de Malonne 129 ,5020 - NAMUR - MALONNE,2980,INSTITUT SAINT-BERTHUIN,Fond de Malonne 129 ,5020 - NAMUR - MALONNE,NAMUR                                                       ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,André                         ,Maryline                      ,5918,1900-01-01,,5918,Fond de Malonne 129 ,5020 - NAMUR - MALONNE,Secondaire ordinaire                                        ,5918-2980
Libre confessionnel                                         ,909,Institut Saint-Boniface-Parnasse,Rue du Viaduc 82 ,1050 - IXELLES - IXELLES,282,INSTITUT SAINT-BONIFACE- PARNASSE,Rue du Viaduc 82 ,1050 - IXELLES - IXELLES,BRUXELLES-CAPITALE                                          ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Leblanc                       ,Paul                          ,458,1900-01-01,,458,Rue du Viaduc 82 ,1050 - IXELLES - IXELLES,Secondaire ordinaire                                        ,458-282
Libre confessionnel                                         ,95,Institut Saint-Charles Dottignies - Luingne,Place de la Résistance 10 ,7711 - MOUSCRON - DOTTIGNIES,1336,INSTITUT SAINT-CHARLES,Place de la Résistance 10 ,7711 - MOUSCRON - DOTTIGNIES,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Dujardin                      ,Luc                           ,2660,1900-01-01,,2660,Rue Curiale 7 ,7700 - MOUSCRON - LUINGNE,Secondaire ordinaire                                        ,2660-1336
Libre confessionnel                                         ,95,Institut Saint-Charles Dottignies - Luingne,Place de la Résistance 10 ,7711 - MOUSCRON - DOTTIGNIES,1336,INSTITUT SAINT-CHARLES,Place de la Résistance 10 ,7711 - MOUSCRON - DOTTIGNIES,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Dujardin                      ,Luc                           ,2661,1900-01-01,,2661,Place de la Résistance 10 ,7711 - MOUSCRON - DOTTIGNIES,Secondaire ordinaire                                        ,2661-1336
Libre confessionnel                                         ,910,Pouvoir organisateur du Centre Educatif Saint-Charles du Péruwelzis ASBL,Rue Pont à la Faulx 66 ,7600 - PERUWELZ - PERUWELZ,1636,INSTITUT SAINT-CHARLES,Rue Pont à la Faulx 66 ,7600 - PERUWELZ - PERUWELZ,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Depotte                       ,Christel                      ,3266,1900-01-01,,3266,Rue Pont à la Faulx 66 ,7600 - PERUWELZ - PERUWELZ,Secondaire ordinaire                                        ,3266-1636
Libre confessionnel                                         ,910,Pouvoir organisateur du Centre Educatif Saint-Charles du Péruwelzis ASBL,Rue Pont à la Faulx 66 ,7600 - PERUWELZ - PERUWELZ,1636,INSTITUT SAINT-CHARLES,Rue Pont à la Faulx 66 ,7600 - PERUWELZ - PERUWELZ,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Depotte                       ,Christel                      ,3267,1900-01-01,,3267,Rue de Blaton 31 ,7600 - PERUWELZ - PERUWELZ,Secondaire ordinaire                                        ,3267-1636
Libre confessionnel                                         ,911,Institut Saint-Dominique                                                                                                                                                                                                                                  ,Rue Caporal Claes 38 ,1030 - SCHAERBEEK - SCHAERBEEK,432,INSTITUT SAINT-DOMINIQUE,Rue Caporal Claes 38 ,1030 - SCHAERBEEK - SCHAERBEEK,BRUXELLES-CAPITALE                                          ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Rosi                          ,Rossano                       ,794,1900-01-01,,794,Rue Caporal Claes 38 ,1030 - SCHAERBEEK - SCHAERBEEK,Secondaire ordinaire                                        ,794-432
Libre confessionnel                                         ,1367,Comité Organisateur de l'Institut Saint-Ferdinand des Frères des Ecoles Chrétiennes Enseignement secondaire,Avenue Maréchal Foch 824 ,7012 - MONS - JEMAPPES,1194,INSTITUT SAINT-FERDINAND                                                                                                                                                                                                                                  ,Avenue Maréchal Foch 824 ,7012 - MONS - JEMAPPES,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Wuilquot                      ,Vinciane                      ,2336,1900-01-01,,2336,Avenue Maréchal Foch 824 ,7012 - MONS - JEMAPPES,Secondaire ordinaire                                        ,2336-1194
Libre confessionnel                                         ,168,Centre éducatif et culturel Saint-François de Sales,Rue de l'Industrie 6 ,7800 - ATH - ATH,782,INSTITUT SAINT-FRANCOIS DE SALES,Rue de l'Industrie 6 ,7800 - ATH - ATH,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Bocquet                       ,Carine                        ,7408,2001-09-01,,7408,Rue de l'Industrie 6 ,7800 - ATH - ATH,Secondaire ordinaire                                        ,7408-782
Libre confessionnel                                         ,913,Institut Saint-Francois Xavier A.S.B.L.,Rue de Francorchamps 12 ,4800 - VERVIERS - VERVIERS,2347,INSTITUT SAINT-FRANCOIS-XAVIER,Rue de Francorchamps 12 ,4800 - VERVIERS - VERVIERS,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Daems                         ,Laetitia                      ,4698,1900-01-01,,4698,Rue de Francorchamps 12 ,4800 - VERVIERS - VERVIERS,Secondaire ordinaire                                        ,4698-2347
Libre confessionnel                                         ,914,Institut Saint-Henri,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,1312,INSTITUT SAINT-HENRI,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Demeersseman                  ,Sylvie                        ,2617,1900-01-01,,2617,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,Secondaire ordinaire                                        ,2617-1312
Libre confessionnel                                         ,914,Institut Saint-Henri,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,1312,INSTITUT SAINT-HENRI,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Demeersseman                  ,Sylvie                        ,2618,1900-01-01,,2618,Rue de l'Eglise 6 ,7783 - COMINES-WARNETON - BIZET,Secondaire ordinaire                                        ,2618-1312
Libre confessionnel                                         ,914,Institut Saint-Henri,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,1312,INSTITUT SAINT-HENRI,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Demeersseman                  ,Sylvie                        ,6988,1999-09-01,2003-08-31,6988,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,Secondaire CEFA                                             ,6988-1312
Libre confessionnel                                         ,914,Institut Saint-Henri,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,1312,INSTITUT SAINT-HENRI,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Demeersseman                  ,Sylvie                        ,6988,2003-08-31,,6988,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,Secondaire CEFA                                             ,6988-1312
Libre confessionnel                                         ,914,Institut Saint-Henri,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,1312,INSTITUT SAINT-HENRI,Rue du Commerce 21 ,7780 - COMINES-WARNETON - COMINES-WARNETON,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Demeersseman                  ,Sylvie                        ,6989,1999-09-01,,6989,Rue de l'Eglise 6 ,7783 - COMINES-WARNETON - BIZET,Secondaire CEFA                                             ,6989-1312
Libre confessionnel                                         ,186,Centre Scolaire Don Bosco à Liège,Rue des Wallons 59 ,4000 - LIEGE - LIEGE,2043,Institut Saint-Jean Berchmans,Rue des Wallons 59 ,4000 - LIEGE - LIEGE,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Daumen                        ,Paul                          ,4039,1900-01-01,,4039,Rue de Harlez 35 ,4000 - LIEGE - LIEGE,Secondaire ordinaire                                        ,4039-2043
Libre confessionnel                                         ,186,Centre Scolaire Don Bosco à Liège,Rue des Wallons 59 ,4000 - LIEGE - LIEGE,2043,Institut Saint-Jean Berchmans,Rue des Wallons 59 ,4000 - LIEGE - LIEGE,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Daumen                        ,Paul                          ,4040,1900-01-01,,4040,Rue des Wallons 59 ,4000 - LIEGE - LIEGE,Secondaire ordinaire                                        ,4040-2043
Libre confessionnel                                         ,917,Comité Organisateur de l'Institut Saint-Jean-Baptiste des Frères des Ecoles Chrétiennes Sec. Prim. et Hum. de Wavre                                                                                                                                       ,Rue de Bruxelles 45 ,1300 - WAVRE - WAVRE,708,INSTITUT SAINT-JEAN-BAPTISTE,Rue de Bruxelles 45 ,1300 - WAVRE - WAVRE,BRABANT WALLON                                              ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Van Muysewinkel               ,Delphine                      ,1258,1900-01-01,,1258,Rue de Bruxelles 45 ,1300 - WAVRE - WAVRE,Secondaire ordinaire                                        ,1258-708
Libre confessionnel                                         ,376,Comité scolaire Saint-Jean-Baptiste de la Salle - Sainte Trinité                                                                                                                                                                                          ,Rue Moris 19 ,1060 - SAINT-GILLES - SAINT-GILLES,367,INSTITUT SAINT-JEAN-BAPTISTE DE LA SALLE,Rue Moris 19 ,1060 - SAINT-GILLES - SAINT-GILLES,BRUXELLES-CAPITALE                                          ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Vanstalle                     ,Marie-Bénédicte               ,691,1900-01-01,,691,Avenue de la Couronne 105 ,1050 - IXELLES - IXELLES,Secondaire ordinaire                                        ,691-367
Libre confessionnel                                         ,376,Comité scolaire Saint-Jean-Baptiste de la Salle - Sainte Trinité                                                                                                                                                                                          ,Rue Moris 19 ,1060 - SAINT-GILLES - SAINT-GILLES,367,INSTITUT SAINT-JEAN-BAPTISTE DE LA SALLE,Rue Moris 19 ,1060 - SAINT-GILLES - SAINT-GILLES,BRUXELLES-CAPITALE                                          ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Vanstalle                     ,Marie-Bénédicte               ,692,1900-01-01,,692,Rue Moris 19 ,1060 - SAINT-GILLES - SAINT-GILLES,Secondaire ordinaire                                        ,692-367
Libre confessionnel                                         ,925,Institut Saint Joseph,Boulevard de l'Yser 12 ,6000 - CHARLEROI - CHARLEROI,910,INSTITUT SAINT-JOSEPH,Boulevard de l'Yser 12 ,6000 - CHARLEROI - CHARLEROI,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,De Waele                      ,François                      ,1659,1900-01-01,,1659,Boulevard de l'Yser 12 ,6000 - CHARLEROI - CHARLEROI,Secondaire ordinaire                                        ,1659-910
Libre confessionnel                                         ,925,Institut Saint Joseph,Boulevard de l'Yser 12 ,6000 - CHARLEROI - CHARLEROI,910,INSTITUT SAINT-JOSEPH,Boulevard de l'Yser 12 ,6000 - CHARLEROI - CHARLEROI,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,De Waele                      ,François                      ,1660,1900-01-01,,1660,Rue Pige au Croly 37 ,6000 - CHARLEROI - CHARLEROI,Secondaire ordinaire                                        ,1660-910
Libre confessionnel                                         ,305,Comité organisateur Saint-Joseph de Châtelet,Place Jean Guyot 1 ,6200 - CHATELET - CHATELET,1002,INSTITUT SAINT-JOSEPH,Place Jean Guyot 1 ,6200 - CHATELET - CHATELET,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Lorge                         ,Didier                        ,1903,1900-01-01,,1903,Place Jean Guyot 1 ,6200 - CHATELET - CHATELET,Secondaire ordinaire                                        ,1903-1002
Libre confessionnel                                         ,921,Ecole Technique Saint-Joseph a.s.b.l.,Rue de l'Eglise 33 ,4840 - WELKENRAEDT - WELKENRAEDT,2366,INSTITUT SAINT-JOSEPH,Rue de l'Eglise 33 ,4840 - WELKENRAEDT - WELKENRAEDT,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Corman                        ,Christian                     ,4742,1900-01-01,,4742,Rue de l'Eglise 33 ,4840 - WELKENRAEDT - WELKENRAEDT,Secondaire ordinaire                                        ,4742-2366
Libre confessionnel                                         ,97,Institut Saint-Joseph                                                                                                                                                                                                                                     ,Avenue de la Salm 17 ,4980 - TROIS-PONTS - TROIS-PONTS,2371,INSTITUT SAINT-JOSEPH,Avenue de la Salm 17 ,4980 - TROIS-PONTS - TROIS-PONTS,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Paquay                        ,Marie-Thérèse                 ,4754,1900-01-01,,4754,Avenue de la Salm 17 ,4980 - TROIS-PONTS - TROIS-PONTS,Secondaire ordinaire                                        ,4754-2371
Libre confessionnel                                         ,918,Comité Organisateur de l'Institut Saint-Joseph des Frères des Ecoles Chrétiennes - Enseignement fondamental et secondaire,Avenue Arthur Tagnon 1 ,6850 - PALISEUL - CARLSBOURG,2680,INSTITUT SAINT-JOSEPH,Avenue Arthur Tagnon 1 ,6850 - PALISEUL - CARLSBOURG,LUXEMBOURG                                                  ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Savart                        ,Lucille                       ,5323,1900-01-01,,5323,Avenue Arthur Tagnon 1 ,6850 - PALISEUL - CARLSBOURG,Secondaire ordinaire                                        ,5323-2680
Libre confessionnel                                         ,281,Comité des Ecoles libres de Jambes                                                                                                                                                                                                                        ,Rue Mazy 20 ,5100 - NAMUR - JAMBES,2969,INSTITUT SAINT-JOSEPH,Rue Mazy 20 ,5100 - NAMUR - JAMBES,NAMUR                                                       ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Bodart                        ,Marie-Hélène                  ,5895,1900-01-01,,5895,Rue Mazy 20 ,5100 - NAMUR - JAMBES,Secondaire ordinaire                                        ,5895-2969
Libre confessionnel                                         ,281,Comité des Ecoles libres de Jambes                                                                                                                                                                                                                        ,Rue Mazy 20 ,5100 - NAMUR - JAMBES,2969,INSTITUT SAINT-JOSEPH,Rue Mazy 20 ,5100 - NAMUR - JAMBES,NAMUR                                                       ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Bodart                        ,Marie-Hélène                  ,10020,2011-09-01,,10020,Rue Mazy 20 ,5100 - NAMUR - JAMBES,Secondaire CEFA                                             ,10020-2969
Libre confessionnel                                         ,925,Institut Saint Joseph,Boulevard de l'Yser 12 ,6000 - CHARLEROI - CHARLEROI,910,INSTITUT SAINT-JOSEPH,Boulevard de l'Yser 12 ,6000 - CHARLEROI - CHARLEROI,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,De Waele                      ,François                      ,10021,2011-09-01,,10021,Rue Pige au Croly 37 ,6000 - CHARLEROI - CHARLEROI,Secondaire CEFA                                             ,10021-910
Libre confessionnel                                         ,97,Institut Saint-Joseph                                                                                                                                                                                                                                     ,Avenue de la Salm 17 ,4980 - TROIS-PONTS - TROIS-PONTS,2371,INSTITUT SAINT-JOSEPH,Avenue de la Salm 17 ,4980 - TROIS-PONTS - TROIS-PONTS,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Paquay                        ,Marie-Thérèse                 ,10367,2015-09-01,,10367,Avenue de la Salm 17 ,4980 - TROIS-PONTS - TROIS-PONTS,Secondaire CEFA                                             ,10367-2371
Libre confessionnel                                         ,919,"Institut Saint-Joseph, Saint-Ghislain",Avenue de l'Enseignement 10 ,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,1269,INSTITUT SAINT-JOSEPH                                                                                                                                                                                                                                     ,Avenue de l'Enseignement 10 ,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Boucart                       ,Delphine                      ,2511,1900-01-01,,2511,Avenue de l'Enseignement 10 ,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,Secondaire ordinaire                                        ,2511-1269
Libre confessionnel                                         ,919,"Institut Saint-Joseph, Saint-Ghislain",Avenue de l'Enseignement 10 ,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,1269,INSTITUT SAINT-JOSEPH                                                                                                                                                                                                                                     ,Avenue de l'Enseignement 10 ,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,HAINAUT                                                     ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Boucart                       ,Delphine                      ,8846,2002-09-01,,8846,Avenue de l'Enseignement 10 ,7330 - SAINT-GHISLAIN - SAINT-GHISLAIN,Secondaire CEFA                                             ,8846-1269
Libre confessionnel                                         ,1360,Pouvoir organisateur libre du Centre-Ardenne,Rue de Burhaimont 11 ,6880 - BERTRIX - BERTRIX,2710,INSTITUT SAINT-JOSEPH - ECOLE TECHNIQUE BERTRIX,Rue de Bonance 11 ,6800 - LIBRAMONT-CHEVIGNY - LIBRAMONT,LUXEMBOURG                                                  ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Gelemot                       ,Michel                        ,5243,1996-09-01,2003-08-31,5243,Rue de la Retraite 1 ,6880 - BERTRIX - BERTRIX,Secondaire ordinaire                                        ,5243-2710
Libre confessionnel                                         ,1360,Pouvoir organisateur libre du Centre-Ardenne,Rue de Burhaimont 11 ,6880 - BERTRIX - BERTRIX,2710,INSTITUT SAINT-JOSEPH - ECOLE TECHNIQUE BERTRIX,Rue de Bonance 11 ,6800 - LIBRAMONT-CHEVIGNY - LIBRAMONT,LUXEMBOURG                                                  ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Gelemot                       ,Michel                        ,5243,2003-08-31,,5243,Rue de la Retraite 1 ,6880 - BERTRIX - BERTRIX,Secondaire ordinaire                                        ,5243-2710
Libre confessionnel                                         ,1360,Pouvoir organisateur libre du Centre-Ardenne,Rue de Burhaimont 11 ,6880 - BERTRIX - BERTRIX,2710,INSTITUT SAINT-JOSEPH - ECOLE TECHNIQUE BERTRIX,Rue de Bonance 11 ,6800 - LIBRAMONT-CHEVIGNY - LIBRAMONT,LUXEMBOURG                                                  ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,Gelemot                       ,Michel                        ,5370,1900-01-01,,5370,Rue de Bonance 11 ,6800 - LIBRAMONT-CHEVIGNY - LIBRAMONT,Secondaire ordinaire                                        ,5370-2710
