"NS_PE_ID","NS_HABI_ID","CO_PE_ETAB","TE_OPTION","NS_OBJ_ACA_ID_APP"
39154,767,S2SDIV,"Master en biologie des organismes et écologie, à finalité spécialisée en biologie de la conservation : biodiversité et gestion",3396
39155,768,S2ABIF,"Master en bioinformatique et modélisation, à finalité approfondie",3396
39156,769,S1CHIM,Bachelier en sciences chimiques,3396
39157,770,S2XCHI,Master en sciences chimiques,3396
39158,771,S2ACHI,"Master en sciences chimiques, à finalité approfondie",3396
39159,771,S2DCHI,"Master en sciences chimiques, à finalité didactique",3396
39160,771,S2SCHI,"Master en sciences chimiques, à finalité spécialisée",3396
39161,772,A2SDAT,"Master en science des données, à finalité spécialisée",3396
39162,773,S1GEOL,Bachelier en sciences géologiques,3396
39163,774,S2XGEL,Master en sciences géologiques,3396
39164,775,S2AGEO,"Master en sciences géologiques, à finalité approfondie",3396
39165,776,S1GEOG,"Bachelier en sciences géographiques, orientation générale",3396
39166,777,S2AGEC,"Master en sciences géographiques, orientation climatologie, à finalité approfondie",3396
39167,779,S2DGEG,"Master en sciences géographiques, orientation générale, à finalité didactique",3396
39168,779,S2SDEV,"Master en sciences géographiques, orientation générale, à finalité spécialisée en développement territorial",3396
39169,781,S2ACEA,"Master en océanographie, à finalité approfondie",3396
39170,782,S2XENV,Master en sciences et gestion de l'environnement,3396
39171,783,S2SSUR,"Master en sciences et gestion de l'environnement, à finalité spécialisée en monitoring environnemental",3396
39172,783,S2SSOC,"Master en sciences et gestion de l'environnement, à finalité spécialisée en interfaces sociétés-environnements",3396
39173,783,S2SPDE,"Master en sciences et gestion de l'environnement, à finalité spécialisée en pays en développement",3396
39174,783,S2SRES,"Master en sciences et gestion de l'environnement, à finalité spécialisée en gestion intégrée des ressources en eau",3396
39175,784,A1INFO,Bachelier en sciences informatiques,3396
39176,785,A2XINF,Master en sciences informatiques,3396
39177,786,A2SSYS,"Master en sciences informatiques, à finalité spécialisée en ""intelligent systems""",3396
39178,786,A2SMAN,"Master en sciences informatiques, à finalité spécialisée en ""management""",3396
39179,787,S1MATH,Bachelier en sciences mathématiques,3396
39180,788,S2XMAT,Master en sciences mathématiques,3396
39181,789,S2AMAT,"Master en sciences mathématiques, à finalité approfondie",3396
39182,789,S2DMAT,"Master en sciences mathématiques, à finalité didactique",3396
39183,789,S2SFIG,"Master en sciences mathématiques, à finalité spécialisée en finance et gestion",3396
39184,789,S2SINF,"Master en sciences mathématiques, à finalité spécialisée en informatique",3396
39185,789,S2SMAS,"Master en sciences mathématiques, à finalité spécialisée en statistique",3396
39186,790,S1PHYS,Bachelier en sciences physiques,3396
39187,791,S2XPHY,Master en sciences physiques,3396
39188,792,S2APHY,"Master en sciences physiques, à finalité approfondie",3396
39189,792,S2DPHY,"Master en sciences physiques, à finalité didactique",3396
39190,792,S2SPHY,"Master en sciences physiques, à finalité spécialisée en radiophysique médicale",3396
39191,793,S2ASPA,"Master en sciences spatiales, à finalité approfondie",3396
39192,794,S3GRCA,Master de spécialisation en gestion des risques et des catastrophes,3396
39193,795,S3ENER,Master de spécialisation en gestion durable de l'énergie,3396
39194,796,R1INGE,"Bachelier en sciences de l'ingénieur, orientation bioingénieur",3396
39195,797,R2SCHI,"Master : bioingénieur en chimie et bioindustries, à finalité spécialisée",3396
39196,798,R2SENV,"Master : bioingénieur en sciences et technologies de l'environnement, à finalité spécialisée",3396
39197,799,R2SFOR,"Master : bioingénieur en gestion des forêts et des espaces naturels, à finalité spécialisée",3396
39198,800,R2SAGR,"Master : bioingénieur en sciences agronomiques, à finalité spécialisée",3396
39199,801,A1ICIV,"Bachelier en sciences de l'ingénieur, orientation ingénieur civil",3396
39200,802,A2SBIM,"Master : ingénieur civil biomédical, à finalité spécialisée",3396
39201,803,A2SCIV,"Master : ingénieur civil des constructions, à finalité spécialisée en ""civil engineering""",3396
39202,803,A2SURB,"Master : ingénieur civil des constructions, à finalité spécialisée en ""urban and environmental engineering""",3396
39203,806,A2SRES,"Master : ingénieur civil des mines et géologue, à finalité spécialisée en ressources minérales et recyclage",3396
39204,806,A2SMGE,"Master : ingénieur civil des mines et géologue, à finalité spécialisée en géologie de l'ingénieur et de l'environnement",3396
39205,808,A2SENE,"Master : ingénieur civil électromécanicien, à finalité spécialisée en énergétique",3396
39206,809,A2SAER,"Master : ingénieur civil en aérospatiale, à finalité spécialisée en ""aerospace engineering""",3396
39207,810,A2SSPE,"Master : ingénieur civil en chimie et science des matériaux, à finalité spécialisée",3396
39208,811,A2SISY,"Master : ingénieur civil en informatique, à finalité spécialisée en ""intelligent systems""",3396
39209,811,A2SIMA,"Master : ingénieur civil en informatique, à finalité spécialisée en ""management""",3396
39210,812,A2SIDA,"Master : ingénieur civil en science des données, à finalité spécialisée",3396
39211,813,A2SMCT,"Master : ingénieur civil mécanicien, à finalité spécialisée en mécatronique",3396
39212,813,A2SMEA,"Master : ingénieur civil mécanicien, à finalité spécialisée en technologies durables en automobile",3396
39213,813,A2SSHI,"Master : ingénieur civil mécanicien, à finalité spécialisée en ""Advanced Ship Design""",3396
39214,814,A2APHY,"Master : ingénieur civil physicien, à finalité approfondie",3396
39215,815,Y3RISQ,Master de spécialisation en gestion des risques et bien-être au travail,3396
39216,816,S3NANO,Master de spécialisation en nanotechnologie,3396
39217,818,T1ARCH,Bachelier en architecture,3396
39218,819,T2SARC,"Master en architecture, à finalité spécialisée en art de bâtir et urbanisme",3396
39219,820,A1ICAR,"Bachelier en sciences de l'ingénieur, orientation ingénieur civil architecte",3396
39220,821,A2SAUR,"Master : ingénieur civil architecte, à finalité spécialisée en ingénierie architecturale et urbaine",3396
39221,821,A2SENV,"Master : ingénieur civil architecte, à finalité spécialisée en ""urban and environmental engineering""",3396
39222,822,A3URBA,Master de spécialisation en urbanisme et aménagement du territoire,3396
39223,823,P2DSPE,"Master en arts du spectacle, à finalité didactique",3396
39224,823,P2ASPE,"Master en arts du spectacle, à finalité approfondie",3396
39225,823,P2SCAS,"Master en arts du spectacle, à finalité spécialisée en cinéma et arts de la scène (histoire, esthétique et production)",3396
39226,1590,E1ADLG,Bachelier : assistant(e) de direction - option : langues et gestion,3396
39227,1592,E1TOUR,Bachelier en management du tourisme et des loisirs,3396
39228,1593,P1AEEP,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation éducation physique",3396
39229,1594,P1AEFL,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation français et français langue étrangère",3396
39230,1595,P1AEFM,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation français et morale",3396
39231,1596,P1AEFE,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation français et éducation à la philosophie et la citoyenneté",3396
39232,1597,P1AELG,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation langues germaniques",3396
39233,1598,P1AEMA,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation mathématiques",3396
39234,1599,P1AESC,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation sciences : biologie, chimie, physique",3396
39235,1600,P1AESE,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation sciences économiques et sciences économiques appliquées",3396
39236,1601,P1AESH,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation sciences humaines : géographie, histoire, sciences sociales",3396
39237,1602,P1EDUC,Bachelier : éducateur(trice) spécialisé(e) en accompagnement psycho-éducatif,3396
39238,1603,P1PRES,Bachelier : instituteur(trice) préscolaire,3396
39239,1604,P1PRIH,Bachelier : instituteur(trice) primaire,3396
39240,1605,M1BIOC,Bachelier : technologue de laboratoire médical - option : chimie clinique,3396
39241,1606,A1TGAA,"Bachelier en agronomie, orientation techniques et gestion agricoles",3396
39242,1607,A1TGHO,"Bachelier en agronomie, orientation techniques et gestion horticoles",3396
39243,1608,A1AJEP,Bachelier en architecture des jardins et du paysage,3396
39244,1610,A1AGRO,Bachelier en sciences agronomiques,3396
39245,1611,A1MAGG,"Master en sciences de l'ingénieur industriel en agronomie, orientation agronomie",3396
39246,1612,A1MAGI,"Master en sciences de l'ingénieur industriel en agronomie, orientation bio-industries",3396
39247,1613,A1MAIE,"Master en sciences de l'ingénieur industriel en agronomie, orientation environnement",3396
39248,1628,E1IMMO,Bachelier en immobilier,3396
39249,1629,E1MADI,Bachelier de spécialisation en management de la distribution,3396
39250,1630,M1PRSP,Bachelier de spécialisation en préparation physique et entraînement,3396
39251,3376,E1GHMA,"Bachelier en gestion hôtelière, orientation management",3396
39252,1657,P1COSP,Bachelier en coaching sportif,3396
39253,942,P1AEEP,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation éducation physique",3396
39254,943,P1AEFL,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation français et français langue étrangère",3396
39255,945,P1AEFR,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation français et religion",3396
39256,946,P1AELG,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation langues germaniques",3396
39257,947,P1AEMA,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation mathématiques",3396
39258,948,P1AESC,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation sciences : biologie, chimie, physique",3396
39259,950,P1AESH,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation sciences humaines : géographie, histoire, sciences sociales",3396
39260,952,S1ESAS,Bachelier : éducateur spécialisé en activités socio-sportives,3396
39261,953,P1PRES,Bachelier : instituteur(trice) préscolaire,3396
39262,954,P1PRIH,Bachelier : instituteur(trice) primaire,3396
39263,955,M1LOGO,Bachelier en logopédie,3396
39264,957,M1DIET,Bachelier en diététique,3396
39265,958,M1BIOC,Bachelier : technologue de laboratoire médical - option : chimie clinique,3396
39266,959,M1AUDI,Bachelier en audiologie,3396
39267,961,M1INFR,Bachelier : Infirmier(ère) responsable de soins généraux,3396
39268,962,M1SAFE,Bachelier : sage-femme,3396
39269,963,M1TEIM,Bachelier : technologue en imagerie médicale,3396
39270,964,M1ANES,Bachelier de spécialisation en anesthésie,3396
39271,965,M1ONCO,Bachelier de spécialisation en oncologie,3396
39272,966,M1SPEN,Bachelier de spécialisation en pédiatrie et néonatologie,3396
39273,967,M1SSPO,Bachelier de spécialisation en soins péri-opératoires,3396
39274,968,M1SCOM,Bachelier de spécialisation en santé communautaire,3396
39275,969,M1SMEN,Bachelier de spécialisation en santé mentale et psychiatrie,3396
39276,970,M1SINT,Bachelier de spécialisation en soins intensifs et aide médicale urgente,3396
39277,971,M1GERI,Bachelier de spécialisation interdisciplinaire en gériatrie et psychogériatrie,3396
39278,972,M1ERGO,Bachelier en ergothérapie,3396
39279,973,M1PODO,Bachelier en podologie - podothérapie,3396
39280,974,M1PSMO,Bachelier en psychomotricité,3396
39281,975,M1KINE,Bachelier en kinésithérapie,3396
39282,976,M1MKIN,Master en kinésithérapie,3396
39283,977,E1INFO,Bachelier en informatique de gestion,3396
39284,978,T1CHCA,"Bachelier en chimie, orientation chimie appliquée",3396
39306,1514,"1-AN",Arts numeriques,3395
39308,1516,"1-ANM",Arts numeriques,3395
39309,1515,"1-ANM",Arts numeriques,3395
39310,1517,"1-BD",Bande dessinee,3395
39312,1519,"1-BDM",Bande dessinee,3395
39313,1518,"1-BDM",Bande dessinee,3395
39314,1520,"1-CA",Cinema d'animation,3395
39316,1522,"1-CAM",Cinema d'animation,3395
39317,1521,"1-CAM",Cinema d'animation,3395
39318,1523,"1-CV",Communication visuelle et graphique,3395
39320,1525,"1-CVM",Communication visuelle et graphique,3395
39321,1524,"1-CVM",Communication visuelle et graphique,3395
39322,1526,"1-DE",Dessin,3395
39324,1528,"1-DEM",Dessin,3395
39325,1527,"1-DEM",Dessin,3395
39327,1529,"1-GR",Graphisme,3395
39329,1531,"1-GRM",Graphisme,3395
39330,1530,"1-GRM",Graphisme,3395
39331,1532,"1-IL",Illustration,3395
39333,1534,"1-ILM",Illustration,3395
39334,1533,"1-ILM",Illustration,3395
39335,1535,"1-IP",Installation / Performance,3395
39337,1537,"1-IPM",Installation / Performance,3395
39338,1536,"1-IPM",Installation / Performance,3395
39340,1554,"1-PAOC",Pratique de l'art - Outils critiques,3395
39341,1538,"1-PE",Peinture,3395
39343,1540,"1-PEM",Peinture,3395
39344,1539,"1-PEM",Peinture,3395
39345,1553,"1-PGCS",PEG / politique et experimentations graphiques,3395
39346,1541,"1-PH",Photographie,3395
39348,1543,"1-PHM",Photographie,3395
39349,1542,"1-PHM",Photographie,3395
39350,1555,"1-RE",Recits et experimentation,3395
39351,1544,"1-SC",Sculpture,3395
39353,1546,"1-SCM",Sculpture,3395
39354,1545,"1-SCM",Sculpture,3395
39355,1547,"1-TY",Typographie,3395
39357,1549,"1-TYM",Typographie,3395
39358,1548,"1-TYM",Typographie,3395
39359,1550,"1-VI",Videographie,3395
39361,1552,"1-VIM",Videographie,3395
39362,1551,"1-VIM",Videographie,3395
39535,1733,"1733",Stroke Unit neuro,3396
39536,1734,"1734",Soins palliatifs,3396
39537,1735,"1735",Soins interdisciplinaires en pathologies cardiovasculaires,3396
39538,1736,"1736",Soins infirmiers périopératoires,3396
39539,1737,"1737",Santé mentale et psychiatrie,3396
39540,1738,"1738",Recherche et gestion dans le cadre de la formation en stomathérapie et soins de plaies,3396
39541,1739,"1739",Préparation aux examens de l'Institut Professionnel des Comptables et Fiscalistes agréés,3396
39542,1740,"1740",Neurosciences et mindfullness au service des soignants,3396
39543,1741,"1741",MBA Solvay Ponts PT ,3396
39544,1742,"1742",MBA Solvay Ponts FT,3396
39545,1744,"1744",Interuniversity certificate in Human Genetics,3396
39546,1745,"1745",Interuniversity Certificate in Competition Law ,3396
39547,1746,"1746",Interuniversity certificate in Algology,3396
39548,1747,"1747",Interuniversity certificate - basic muskuloskeletal ultrasound course for the rheumatologist ,3396
39549,1748,"1748",Infirmier éducateur en diabétologie,3396
39550,1749,"1749",Executive Master Pratiques de l'exposition (CARE),3396
39551,1750,"1750",Executive Master Knitting  design/maille,3396
39552,1751,"1751","Executive Master in Marketing, in a Digital World",3396
39553,1752,"1752",Executive Master in Management,3396
39554,1753,"1753",Executive Master in Finance,3396
39555,1754,"1754",Executive Master Imobilier,3396
39556,1755,"1755",Executive Master Gestion de projet d'architecture d'intérieur (GPAI),3396
39557,1756,"1756",Executive Master Food design,3396
39558,1757,"1757",Executive Master en production musicale et management d'artistes,3396
39559,1758,"1758",Executive Master en production de spectacles vivants,3396
39560,1759,"1759",Executive Master en production audiovisuelle,3396
39561,1760,"1760",Executive Master en management d'événements,3396
39562,1761,"1761",Executive Master en Gestion Fiscale,3396
39563,1762,"1762",Executive Master en communication et politiques européennes,3396
39564,1763,"1763",Didactique visuelle et stratégie pédagogique,3396
39565,1764,"1764",Didac sciences,3396
39566,1765,"1765",Certificat interuniversitaire en éthique des soins de santé,3396
39567,1766,"1766",Certificat interuniversitaire (UCL/Umons) : Innovation et développement de projets transmédia ,3396
39568,1767,"1767",Certirficat d'Executive Master en Patrimoine architectural,3396
39569,1768,"1768",Certificate of university - Executive Master in sustainable management of high biodiversity environments,3396
39570,1769,"1769",Certificate of university - Executive Master in Inland Navigation Technics and Management,3396
39571,1770,"1770",Certificate of Executive Master in Public Management,3396
39572,1771,"1771",Certificate of Executive Master in Marketing and advertising,3396
39573,1772,"1772",Certificate of Executive Master in Management of Banking and finance,3396
39574,1773,"1773",Certificate of Executive Master in International Business Law,3396
39575,1774,"1774",Certificate of Executive Master in European Studies (MEUS),3396
39576,1775,"1775",Certificate of Advanced Master in Political Economy ,3396
39577,1776,"1776",Certificate in Translational Medecine,3396
39578,1777,"1777",Certificate in sustainable automotive engineering,3396
39579,1778,"1778",Certificat d'université de formation en expertise judiciaire comptable ,3396
39580,1779,"1779",Certificat universitaire en éthique économique et sociale,3396
39581,1780,"1780",Certificat relatif à l'approche psychocorporelle en thérapie psychomotrice,3396
39582,1781,"1781",Certificat post-universitaire en médecine familiale - médecine générale,3396
39583,1782,"1782",Certificat of university - Executive Master in industrial Management,3396
39584,1783,"1783",Certificat interunviersitaire en gestion des situations d'exception,3396
39585,1784,"1784",Certificat interuniverstiaire en analyse juridique et économique de l'intégration européenne,3396
39586,1786,"1786",Certificat interuniversitaire Online Executive Master in Management ,3396
39587,1787,"1787",Certificat interuniversitaire Islam et Musulmans d'Europe : perspectives historiques et défis contemporrains ,3396
39588,1788,"1788","Certificat interuniversitaire européen en Travail, développement et innovation sociale",3396
39589,1789,"1789",Certificat interuniversitaire européen en pathologie chirurgicale de la main et des nerfs périphériques,3396
39590,1790,"1790",Certificat interuniversitaire et haute école en management innovant des organisations et réseaux de soins,3396
39591,1791,"1791",Certificat interuniversitaire en Victimologie et psychoraumatologie,3396
39592,1792,"1792",Certificat interuniversitaire en urbanisme et développement durable,3396
39593,1793,"1793",Certificat interuniversitaire en tabacologie,3396
39594,1794,"1794",Certificat interuniversitaire en simulation santé,3396
39595,1795,"1795",Certificat interuniversitaire en Psycho-oncologie,3396
39596,1796,"1796",Certificat interuniversitaire en pratique et management de la créativité,3396
39597,1797,"1797",Certificat interuniversitaire en performance énergétique et environnementale des constructions,3396
39598,1798,"1798",Certificat interuniversitaire en Nutrition clinique,3396
39599,1799,"1799","Certificat interuniversitaire en migrations, diversité ethnique et relations interculturelles",3396
39600,1800,"1800","Certificat interuniversitaire en médiation locale, scolaire, pénale et en soins de santé (MLSPSS)",3396
39601,1801,"1801",Certificat interuniversitaire en médiation civile et commerciale et en médiation sociale (MCCS),3396
39602,1802,"1802",Certificat interuniversitaire en médiation - Formation générale (MG),3396
39603,1803,"1803",Certificat interuniversitaire en médecine transfusionnelle et thérapies cellulaires avancées,3396
39604,1804,"1804",Certificat interuniversitaire en médecine du sommeil,3396
39605,1805,"1805",Certificat interuniversitaire en Management médical (CIMM),3396
39606,1806,"1806",Certificat interuniversitaire en management du tourisme et des loisirs,3396
39607,1807,"1807",Certificat interuniversitaire en management de l'information numérique (DOCSAFE),3396
39608,1808,"1808",Certificat interuniversitaire en Management associatif,3396
39609,1809,"1809",Certificat interuniversitaire en intervention auprès des personnes en situation de double diagnostique,3396
39610,1810,"1810",Certificat interuniversitaire en intervention auprès des personnes en situation de Double Diagnostic (déficience intellectuelle et problèmes de santé mentale),3396
39611,1811,"1811",Certificat interuniversitaire en infectiologie et microbiologie clinique ,3396
39612,1812,"1812",Certificat interuniversitaire en infectiologie et microbiologie clinique,3396
39613,1813,"1813","Certificat interuniversitaire en Immersion, Emil et Education plurilingue ",3396
39614,1814,"1814",Certificat interuniversitaire en Hygiène hospitalière,3396
39615,1815,"1815",Certificat interuniversitaire en gestion statistique de la qualité des procédés,3396
39616,1816,"1816",Certificat interuniversitaire en gestion de crise et planification d'urgence,3396
39617,1817,"1817",Certificat interuniversitaire en génétique humaine ,3396
39618,1818,"1818",Certificat interuniversitaire en expertise judiciaire - Spécialisation en expertise immobilière,3396
39619,1819,"1819",Certificat interuniversitaire en évaluation des politiques publiques,3396
39620,1820,"1820",Certificat interuniversitaire en épileptologie clinique ,3396
39621,1821,"1821",Certificat interuniversitaire en éducation thérapeutique insuffisant cardiaque ,3396
39622,1822,"1822",Certificat interuniversitaire en économie de la santé,3396
39623,1823,"1823",Certificat interuniversitaire en échographie obstétricale et gynécologique,3396
39624,1824,"1824","Certificat interuniversitaire en collecte, transmission et valorisation du Patrimoine immatériel",3396
39625,1825,"1825",Certificat interuniversitaire en cliniques psychothérapeutiques - orientation systémique,3396
39626,1826,"1826",Certificat interuniversitaire en cliniques psychothérapeutiques - orientation psychanalytique,3396
39627,1827,"1827",Certificat interuniversitaire en cliniques psychothérapeutiques - orientation infanto-juvénile,3396
39628,1828,"1828",Certificat interuniversitaire en cliniques psychothérapeutiques - orientation cognitivo-comportementale,3396
39629,1829,"1829",Certificat interuniversitaire en auscultation des ouvrages en béton ,3396
39630,1830,"1830",Certificat interuniversitaire en aproche pratique et pluridisciplinaire de la physiologie et des pathologies de l'éveil et du sommeil,3396
39631,1831,"1831",Certificat interuniversitaire en apiculture ,3396
39632,1832,"1832",Certificat interuniversitaire en Alcoologie,3396
39633,1833,"1833",Certificat interuniversitaire en Agroécologie et transition vers des systèmes alimentaires durables,3396
39634,1834,"1834",Certificat interuniversitaire en affaires règlementaires santé ,3396
39635,1835,"1835",Certificat interuniversitaire en Activités Physiques et prévention santé (APPS),3396
39636,1836,"1836",Certificat interuniversitaire d'Echographie appliquée à l'urgence,3396
39637,1837,"1837",Certificat interuniversitaire de Management de la qualité dans les établissements de soins,3396
39638,1838,"1838",Certificat interuniversitaire (UCL/UNamur) : Analyse sociale et développement d'alternatives en contexte socio-professionnel,3396
39639,1839,"1839",Certificat interuniversitaire (UCL/ULG/UNamur) : Gestion des politiques de sécurité urbaine,3396
39640,1840,"1840",Certificat interuniversitaire (UCL/ULG) : Médecine du sport,3396
39641,1841,"1841",Certificat interuniversitaire (UCL/ULG) : Kinésithérapie du sport ,3396
39642,1842,"1842",Certificat interuniversitaire (UCL/Ulg) : Finances publiques ,3396
39643,1843,"1843",Certificat interuniversitaire (UCL/ULG) : Analyse prospective,3396
39644,1844,"1844",Certificat interuniversitaire (UCL/ULB/UNamur) : Approche interdisciplinaire des droits de l'enfant,3396
39645,1845,"1845",Certificat interuniversitaire (UCL/ULB/ULG) : Plaies et cicatrisation,3396
39646,1846,"1846",Certificat interuniversitaire (UCL/ULB/ULG) : Nutrition clinique,3396
39647,1847,"1847",Certificat interuniversitaire (UCL/ULB/ULg) : Humanitarian surgery in austere environments ,3396
39648,1848,"1848",Certificat interuniversitaire (UCL/ULB/ULG) : Evaluation des politiques publiques,3396
39649,1849,"1849",Certificat interuniversitaire (UCL/ULB/ULG) : Echographie obstétricale et gynécologique,3396
39650,1850,"1850",Certificat interuniversitaire (UCL/ULB/Ulg) : Agroécologie et transition vers des systèmes alimentaires ,3396
39651,1851,"1851",Certificat interuniversitaire (UCL/ULB/International) : Executive Masters in Sport Organisations Management,3396
39652,1852,"1852",Certificat interuniversitaire (UCL/ULB) : Réadaptation dans les pays du Sud ,3396
39653,1853,"1853","Certificat interuniversitaire (UCL/ULB) : Pensée stratégique, management stratégique dans les services de santé ",3396
39654,1854,"1854",Certificat interuniversitaire (UCL/UGgent) : Management des organisations sportives,3396
39655,1855,"1855",Certificat interuniversitaire (UCL/International) : Accompagnement et soins palliatifs,3396
39656,1856,"1856",Certificat interuniversitaire (Saint-Louis/UCL/UNamur) : Médiation familiale - spécialisation,3396
39657,1858,"1858",Certificat interuniversitaire (Saint-Louis /UCL /UNamur) : Expertise judiciaire : formation de base,3396
39658,1859,"1859",Certificat interuniversitaire (KUL/UCL) : Didactique de l'espagnol,3396
39659,1860,"1860",Certificat interuniversitaire (KUL/UA/UCL/UGent/ULB/ULG/VUB) : Génétique humaine,3396
39660,1861,"1861",Certificat interuniversitaire (KUL/UA/UCL/UGent/ULB/Ulg/VUB) : Algologie,3396
39661,1862,"1862",Certificat interdisciplinaire en Trisomie 21 ( t21) ou troubles du développement apparentés : une approche intégrée de la personne,3396
39662,1864,"1864",Certificat formation à la création d'entreprises,3396
39663,1865,"1865",Certificat en santé mentale de l'enfant et de l'adolescent,3396
39664,1866,"1866",Certificat en régie et logistique de spectacles ,3396
39665,1867,"1867",Certificat en journalisme d'investigation,3396
39666,1868,"1868",Certificat en haute école en programmation dédiée aux terminaux mobiles,3396
39667,1869,"1869",Certificat en haute école en formation en e-marketing,3396
39668,1872,"1872",Certificat en didactique du français langue étrangère/seconde et en pédagogie interculturelle,3396
39669,1873,"1873",Certificat en didactique du cours de philosophie et de citoyenneté,3396
39670,1874,"1874",Certificat en communication web,3396
39671,1875,"1875",Certificat en communication et marketing du Luxe,3396
39672,1876,"1876",Certificat en communication environnementale,3396
39673,1877,"1877",Certificat en animation radio,3396
39674,1878,"1878",Certificat en analyse systémique de la communication et intelligence collective,3396
39675,1880,"1880",Certificat Education relative à l'environnement et au développement durable,3396
39676,1881,"1881",Certificat d'unviersité en Radiophysique médicale,3396
39677,1882,"1882",Certificat d'unviersité en Oncologie ambulatoire,3396
39678,1883,"1883",Certificat d'université: compétence en réhabilitation bucco-dentaire,3396
39679,1884,"1884",Certificat d'université: compétence en pédodontie,3396
39680,1885,"1885",Certificat d'université: compétence en néonatologie,3396
39681,1886,"1886",Certificat d'université: compétence en médecine d'assurance et expertise médicale ,3396
39682,1887,"1887",Certificat d'université: compétence en endodontie générale,3396
39683,1888,"1888",Certificat d'université: compétence en « Applications des Lasers en médecine dentaire »,3396
39684,1889,"1889",Certificat d'université rayons X-diagnostic,3396
39685,1890,"1890",Certificat d'université pour le prélèvement de sang par les biologistes cliniciens,3396
39686,1891,"1891",Certificat d'université pour l'utilisation des radioisotopes in vitro,3396
39687,1892,"1892",Certificat d'université en traitements cognitivo-comportementaux de l'insomnie (TCCI),3396
39688,1893,"1893",Certificat d'université en TICEF (Technologies de l'Information et de la Communication pour l'Enseignement et la Formation),3396
39689,1894,"1894",Certificat d'université en Thérapie manuelle,3396
39690,1895,"1895",Certificat d'université en Théorie du droit,3396
39691,1896,"1896",Certificat d'université en Soins intensifs,3396
39692,1897,"1897",Certificat d'université en sexologie clinique,3396
39693,1898,"5081",Certificat d'Université en sciences psychologiques,3396
39694,1899,"1899",Certificat d'université en sciences des Animaux de Laboratoire -Catégorie C (Maître d'Expérience) ,3396
39695,1900,C931,Certificat d'Université en Sciences des Animaux de Laboratoire,3396
39696,1901,"1901",Certificat d'université en radioprotection physique et biologique,3396
39697,1902,"1902","Certificat d'université en Radiophysique médicale - stage clinique de 3ème agrément (médecine nucléaire, radiologie ou radiothérapie)",3396
39698,1903,"1903","Certificat d'université en Radiophysique médicale - stage clinique de 2ème agrément (médecine nucléaire, radiologie ou radiothérapie)",3396
39699,1904,"1904","Certificat d'université en Radiophysique médicale - stage clinique de 1er agrément (médecine nucléaire, radiologie ou radiothérapie)",3396
39700,1905,"1905",Certificat d'université en Radiophysique médicale,3396
39701,1906,"1906",Certificat d'université en radiopharmacie (formation courte ou longue),3396
39702,1907,"1907",Certificat d'université en psychologie clinique à orientation psychopathologie,3396
39703,1908,"1908",Certificat d'université en psychologie clinique à orientation neuropsychologie,3396
39704,1909,"1909",Certificat d'université en protection des données à caractère personnel (DATASAFE),3396
39705,1910,C731,Certificat d'Université en Prospective,3396
39706,1911,"1911",Certificat d'université en pratiques philosophiques,3396
39707,1912,"1912",Certificat d'université en politiques économiques et sociales,3396
39708,1914,C861,Certificat d'Université en physique nucléaire,3396
39709,1915,"1915",Certificat d'université en philosophie,3396
39710,1916,"1916",Certificat d'université en perfusion et techniques appliquées,3396
39711,1917,C991,Certificat d'Université en Pédagogie de l'Enseignement supérieur universitaire,3396
39712,1918,"1918",Certificat d'université en Pathologie infectieuse,3396
39713,1919,"1919",Certificat d'université en Pathologie en milieu sportif,3396
39714,1920,"1920",Certificat d'université en Oncologie thoracique,3396
39715,1921,"1921",Certificat d'université en Oncologie ambulatoire,3396
39716,1922,"1922",Certificat d'université en Neurologie pédiatrique ,3396
39717,1923,"1923",Certificat d'université en Néphrologie,3396
39718,1924,"1924",Certificat d'université en médiation civile et commerciale,3396
39719,1925,"1925",Certificat d'université en Médiation animale et relations à la nature,3396
39720,1926,"1926",Certificat d'université en Médecine scolaire,3396
39721,1927,"1927",Certificat d'université en Médecine d'urgence,3396
39722,1928,C851,Certificat d'Université en mathématiques computationnelles,3396
39723,1929,C641,Certificat d'Université en matériaux avancés,3396
39724,1930,"1930",Certificat d'université en Management Qualité Sécurité Environnement (QSE),3396
39725,1931,"1931",Certificat d'université en Management des entreprises sociales,3396
39726,1932,"1932",Certificat d'université en management de la sécurité des systèmes d'information (INFOSAFE),3396
39727,1933,"1933",Certificat d'université en management de la sécurité des aliments,3396
39728,1934,"1934",Certificat d'université en Kinésithérapie pédiatrique,3396
